,gene_symbol,alias
16907,AC024940.1,AC024940.1
16910,AC068792.1,AC068792.1
16914,AC023157.3,AC023157.3
16917,RESF1,RESF1
16918,AC016957.2,AC016957.2
16920,AC048344.4,AC048344.4
16921,AC026356.1,AC026356.1
16922,AC026356.2,AC026356.2
16925,AC084824.5,AC084824.5
16927,AC084824.3,AC084824.3
16928,AC084824.4,AC084824.4
16929,AC087588.3,AC087588.3
16931,AC087588.2,AC087588.2
16933,AC046130.1,AC046130.1
16935,AC046130.2,AC046130.2
16936,AC140847.2,AC140847.2
16937,AC079460.2,AC079460.2
16944,AC121334.3,AC121334.3
16949,AC079630.1,AC079630.1
16953,AC015540.1,AC015540.1
16955,AC090630.1,AC090630.1
16956,AC006197.2,AC006197.2
16961,AC079684.1,AC079684.1
16963,AC079601.1,AC079601.1
16964,AC079600.3,AC079600.3
16966,AC012038.1,AC012038.1
16971,AC025253.1,AC025253.1
16972,AC025253.2,AC025253.2
16975,AC009248.2,AC009248.2
16976,AC079950.1,AC079950.1
16977,AC008124.1,AC008124.1
16979,AC009464.1,AC009464.1
16982,AC025031.3,AC025031.3
16984,AC025031.2,AC025031.2
16985,AC008014.1,AC008014.1
16986,AC025031.1,AC025031.1
16987,AC025031.4,AC025031.4
16988,AC008035.1,AC008035.1
16990,AC079906.1,AC079906.1
16994,AC008083.2,AC008083.2
16995,AC008083.3,AC008083.3
16996,AC008083.4,AC008083.4
17000,AC004241.3,AC004241.3
17001,AC004241.1,AC004241.1
17003,AC004241.2,AC004241.2
17006,AC004241.4,AC004241.4
17008,AC004466.1,AC004466.1
17009,AC004466.3,AC004466.3
17010,AC004466.2,AC004466.2
17013,AC121338.1,AC121338.1
17014,AC121338.2,AC121338.2
17017,AC004801.3,AC004801.3
17018,AC004801.6,AC004801.6
17022,AC074029.3,AC074029.3
17024,AC024257.3,AC024257.3
17025,AC024257.5,AC024257.5
17028,AC090115.1,AC090115.1
17029,AC024257.4,AC024257.4
17035,ADCY6-DT,ADCY6-DT
17040,FKBP11,FKBP11
17041,ARF3,ARF3
17050,AC011603.1,AC011603.1
17053,AC011603.2,AC011603.2
17056,AC010173.1,AC010173.1
17057,AC125611.3,AC125611.3
17058,AC125611.4,AC125611.4
17077,AC025154.2,AC025154.2
17085,AC074032.1,AC074032.1
17088,AC008147.2,AC008147.2
17095,AC008121.2,AC008121.2
17096,AC008121.3,AC008121.3
17102,AC139768.1,AC139768.1
17109,AC107031.1,AC107031.1
17111,AC068987.1,AC068987.1
17112,TMDD1,C12orf81
17113,AC068987.2,AC068987.2
17115,AC068987.3,AC068987.3
17121,AC025259.3,AC025259.3
17123,AC025259.1,AC025259.1
17124,SMIM41,SMIM41
17132,AC121757.2,AC121757.2
17133,AC121757.1,AC121757.1
17153,AC068888.2,AC068888.2
17154,AC068888.1,AC068888.1
17166,AC073611.1,AC073611.1
17174,PCBP2-OT1,PCBP2-OT1
17176,AC023509.3,AC023509.3
17178,NPFF,NPFF
17180,AC023509.2,AC023509.2
17183,AC076968.2,AC076968.2
17185,AC076968.1,AC076968.1
17186,HOXC13-AS,HOXC13-AS
17193,HOXC6,HOXC6
17195,HOXC9,HOXC9
17197,HOXC8,HOXC8
17199,AC012531.1,AC012531.1
17200,HOXC5,HOXC5
17201,AC023794.1,AC023794.1
17202,AC023794.3,AC023794.3
17206,AC023794.6,AC023794.6
17207,AC023794.5,AC023794.5
17208,AC023794.2,AC023794.2
17210,SCAT2,SCAT2
17211,AC078778.1,AC078778.1
17212,HNRNPA1,HNRNPA1
17215,AC079313.2,AC079313.2
17216,AC079313.1,AC079313.1
17222,AC068789.1,AC068789.1
17230,AC122685.1,AC122685.1
17231,OR6C70,OR6C70
17232,AC009779.5,AC009779.5
17235,BLOC1S1,BLOC1S1
17236,RDH5,RDH5
17238,AC009779.2,AC009779.2
17241,AC073487.1,AC073487.1
17247,AC025162.2,AC025162.2
17250,AC025162.1,AC025162.1
17254,AC034102.8,AC034102.8
17255,AC034102.3,AC034102.3
17259,AC034102.4,AC034102.4
17263,AC034102.6,AC034102.6
17264,AC034102.5,AC034102.5
17267,SMARCC2,SMARCC2
17268,AC073896.4,AC073896.4
17274,AC073896.5,AC073896.5
17276,AC073896.2,AC073896.2
17277,AC073896.3,AC073896.3
17283,AC024884.2,AC024884.2
17297,AC026120.3,AC026120.3
17308,AC137834.2,AC137834.2
17313,AC126614.1,AC126614.1
17316,AC022506.2,AC022506.2
17327,AC025165.1,AC025165.1
17331,AC025165.2,AC025165.2
17342,AC025165.5,AC025165.5
17343,AC025165.4,AC025165.4
17345,AC083805.1,AC083805.1
17346,AC083805.3,AC083805.3
17348,GIHCG,GIHCG
17351,AC068305.2,AC068305.2
17352,AC046129.1,AC046129.1
17353,AC108721.2,AC108721.2
17355,AC090629.1,AC090629.1
17356,TAFA2,TAFA2
17357,AC078789.1,AC078789.1
17360,AC079035.1,AC079035.1
17362,AC048341.1,AC048341.1
17363,AC048341.2,AC048341.2
17367,AC084357.2,AC084357.2
17371,AC079866.2,AC079866.2
17372,AC025576.1,AC025576.1
17376,AC135279.4,AC135279.4
17379,AC078962.4,AC078962.4
17380,AC078962.1,AC078962.1
17381,AC078962.3,AC078962.3
17383,AC025262.1,AC025262.1
17385,AC025262.4,AC025262.4
17389,AC026124.2,AC026124.2
17391,AC026124.1,AC026124.1
17392,AC025419.1,AC025419.1
17395,AC107308.1,AC107308.1
17396,HMGA2-AS1,HMGA2-AS1
17399,TMBIM4,TMBIM4
17403,AC073530.1,AC073530.1
17405,AC078983.1,AC078983.1
17408,AC078777.1,AC078777.1
17417,AC008033.3,AC008033.3
17419,AC090061.1,AC090061.1
17423,AC025423.1,AC025423.1
17424,AC025423.4,AC025423.4
17427,AC020656.2,AC020656.2
17429,AC020656.1,AC020656.1
17435,AC025263.1,AC025263.1
17438,AC025159.1,AC025159.1
17439,LINC02821,LINC02821
17440,PRANCR,LINC01481
17441,AC092881.2,AC092881.2
17444,AC025569.1,AC025569.1
17446,AC083809.1,AC083809.1
17448,AC123905.1,AC123905.1
17449,AC025575.2,AC025575.2
17452,AC078860.2,AC078860.2
17456,AC011601.1,AC011601.1
17458,AC089984.1,AC089984.1
17463,AC090503.2,AC090503.2
17464,AC090015.1,AC090015.1
17466,AC025257.1,AC025257.1
17467,AC073525.1,AC073525.1
17470,AC121761.2,AC121761.2
17474,AC121761.1,AC121761.1
17476,AC078923.1,AC078923.1
17477,AC078820.1,AC078820.1
17478,AC011611.2,AC011611.2
17480,AC011611.3,AC011611.3
17481,AC011611.4,AC011611.4
17483,LNCOG,LNCOG
17486,AC107032.2,AC107032.2
17487,AC107032.3,AC107032.3
17492,AC138331.1,AC138331.1
17495,AC027288.3,AC027288.3
17496,AC027288.1,AC027288.1
17498,AC073569.2,AC073569.2
17500,AC073569.3,AC073569.3
17501,AC073569.1,AC073569.1
17512,AC089998.4,AC089998.4
17513,AC089998.1,AC089998.1
17514,AC091214.1,AC091214.1
17520,LINC02820,LINC02820
17529,AC024941.2,AC024941.2
17532,AC024909.1,AC024909.1
17533,AC010201.3,AC010201.3
17534,AC010201.2,AC010201.2
17535,AC010201.1,AC010201.1
17537,GALNT4,GALNT4
17539,AC025034.1,AC025034.1
17542,AC009522.1,AC009522.1
17543,LINC02399,LINC02399
17544,AC126178.1,AC126178.1
17546,LINC02822,LINC02822
17551,LINC02823,LINC02823
17552,AC126175.2,AC126175.2
17554,AC090049.1,AC090049.1
17556,AC123512.1,AC123512.1
17557,AC025164.2,AC025164.2
17559,AC025164.1,AC025164.1
17562,CLLU1,CLLU1
17563,LINC02397,LINC02397
17564,PLEKHG7,C12orf74
17567,AC138123.1,AC138123.1
17568,AC138123.2,AC138123.2
17569,AC124947.1,AC124947.1
17576,AC012085.2,AC012085.2
17577,AC012464.2,AC012464.2
17578,AC012464.3,AC012464.3
17580,AC123567.2,AC123567.2
17581,AC073655.3,AC073655.3
17582,AC073655.1,AC073655.1
17583,AC073655.2,AC073655.2
17586,AC023161.1,AC023161.1
17595,AC090001.1,AC090001.1
17601,AC007298.2,AC007298.2
17603,AC007298.1,AC007298.1
17606,AC008149.1,AC008149.1
17607,AC008149.2,AC008149.2
17619,AC078916.1,AC078916.1
17621,AC010203.2,AC010203.2
17634,AC117505.1,AC117505.1
17635,AC010205.1,AC010205.1
17640,AC079907.2,AC079907.2
17642,AC079907.1,AC079907.1
17652,AC068643.1,AC068643.1
17655,AC025265.1,AC025265.1
17657,AC012555.2,AC012555.2
17658,AC012555.1,AC012555.1
17667,AC089983.1,AC089983.1
17668,EID3,EID3
17671,AC089985.1,AC089985.1
17679,AC011595.1,AC011595.1
17681,AC079174.1,AC079174.1
17682,AC079174.2,AC079174.2
17685,AC079385.1,AC079385.1
17687,AC079385.2,AC079385.2
17688,AC079385.3,AC079385.3
17690,AC007695.1,AC007695.1
17691,AC007541.1,AC007541.1
17698,AC007622.2,AC007622.2
17700,AC126177.3,AC126177.3
17706,AC008119.1,AC008119.1
17710,AC007569.1,AC007569.1
17713,AC087893.2,AC087893.2
17720,AC007637.1,AC007637.1
17724,AC007570.1,AC007570.1
17735,AC084876.1,AC084876.1
17738,AC007546.1,AC007546.1
17754,AC002351.1,AC002351.1
17768,AC073575.2,AC073575.2
17772,AC004217.1,AC004217.1
17786,AC089999.2,AC089999.2
17795,AC009731.1,AC009731.1
17796,AC073863.1,AC073863.1
17800,AC026765.3,AC026765.3
17801,AC078880.3,AC078880.3
17803,AC012157.2,AC012157.2
17804,AC130895.1,AC130895.1
17805,AC079384.2,AC079384.2
17806,AC079384.1,AC079384.1
17810,AC125603.2,AC125603.2
17811,AC125603.1,AC125603.1
17816,AC083806.2,AC083806.2
17817,AC127164.1,AC127164.1
17818,AC026368.1,AC026368.1
17824,AC131159.2,AC131159.2
17826,AC131159.1,AC131159.1
17828,AC131238.1,AC131238.1
17831,AC026367.1,AC026367.1
17833,AC026367.3,AC026367.3
17834,AC026367.2,AC026367.2
17835,LINC02440,LINC02440
17837,AC084880.4,AC084880.4
17839,AC084880.3,AC084880.3
17841,AC002070.1,AC002070.1
17845,AC002563.1,AC002563.1
17848,AC004812.2,AC004812.2
17853,AC004263.2,AC004263.2
17854,AC004263.1,AC004263.1
17860,GATC,GATC
17864,AC063943.1,AC063943.1
17868,AC125616.1,AC125616.1
17871,AC069234.2,AC069234.2
17872,AC069234.5,AC069234.5
17873,AC069234.4,AC069234.4
17882,AC069209.2,AC069209.2
17883,AC069209.1,AC069209.1
17889,KDM2B-DT,KDM2B-DT
17892,AC084018.4,AC084018.4
17896,AC084018.1,AC084018.1
17897,AC084018.2,AC084018.2
17900,AC069503.4,AC069503.4
17903,AC069503.1,AC069503.1
17905,AC156455.1,AC156455.1
17909,AC048338.2,AC048338.2
17911,VPS33A,VPS33A
17915,AC127002.2,AC127002.2
17918,AC026333.4,AC026333.4
17919,AC026333.3,AC026333.3
17927,AC027290.1,AC027290.1
17930,ARL6IP4,ARL6IP4
17936,AC068768.1,AC068768.1
17938,SBNO1-AS1,SBNO1-AS1
17943,AC145423.2,AC145423.2
17944,AC145423.3,AC145423.3
17945,TMED2-DT,TMED2-DT
17951,AC117503.1,AC117503.1
17953,AC117503.5,AC117503.5
17956,DNAH10OS,DNAH10OS
17957,AC068790.7,AC068790.7
17958,AC068790.4,AC068790.4
17959,AC068790.3,AC068790.3
17960,AC068790.2,AC068790.2
17961,AC068790.5,AC068790.5
17962,AC068790.6,AC068790.6
17965,AC068790.9,AC068790.9
17967,AC073592.1,AC073592.1
17969,AC073593.2,AC073593.2
17973,THRIL,THRIL
17977,LINC02826,LINC02826
17978,LINC02359,LINC02359
17979,AC007368.1,AC007368.1
17984,AC079949.1,AC079949.1
17985,AC079949.5,AC079949.5
17986,AC079949.2,AC079949.2
17987,AC079949.6,AC079949.6
17989,AC068787.3,AC068787.3
17990,AC068787.5,AC068787.5
17991,AC025160.1,AC025160.1
17992,AC140121.1,AC140121.1
17995,AC108704.1,AC108704.1
17998,TMEM132D-AS1,TMEM132D-AS1
17999,TMEM132D-AS2,TMEM132D-AS2
18000,AC130404.1,AC130404.1
18001,AC055717.1,AC055717.1
18002,AC055717.2,AC055717.2
18003,LINC02418,LINC02418
18004,AC026336.3,AC026336.3
18005,FZD10-AS1,FZD10-AS1
18007,AC026336.2,AC026336.2
18010,AC063926.1,AC063926.1
18011,AC095350.1,AC095350.1
18013,AC073912.1,AC073912.1
18014,AC073912.2,AC073912.2
18017,AC073862.1,AC073862.1
18019,AC078925.1,AC078925.1
18021,LINC02415,LINC02415
18022,AC073578.1,AC073578.1
18023,AC117500.1,AC117500.1
18025,AC117500.2,AC117500.2
18027,AC131009.2,AC131009.2
18029,AC131009.1,AC131009.1
18031,AC131009.3,AC131009.3
18033,AC137590.1,AC137590.1
18034,AC137590.2,AC137590.2
18038,AC138466.1,AC138466.1
18040,AC148477.3,AC148477.3
18041,AC148477.2,AC148477.2
18042,AC148477.4,AC148477.4
18043,AC148476.1,AC148476.1
18045,AC131212.1,AC131212.1
18054,AC127070.1,AC127070.1
18055,AC127070.2,AC127070.2
18056,ZNF605,ZNF605
18058,ZNF84-DT,ZNF84-DT
18062,AC026786.2,AC026786.2
18064,ZNF268,ZNF268
18065,AL137001.2,AL137001.2
18066,AL139327.2,AL139327.2
18067,LINC00421,LINC00421
18068,AL356259.1,AL356259.1
18074,AL355001.1,AL355001.1
18075,AL355001.2,AL355001.2
18082,AL590096.1,AL590096.1
18084,AL161772.1,AL161772.1
18087,AL512652.1,AL512652.1
18097,ZDHHC20-IT1,ZDHHC20-IT1
18100,AL136962.1,AL136962.1
18102,AL157931.2,AL157931.2
18111,AL445985.2,AL445985.2
18112,SPATA13,SPATA13
18113,AL445985.1,AL445985.1
18115,C1QTNF9,C1QTNF9
18118,AL359538.4,AL359538.4
18119,AL359538.3,AL359538.3
18121,AL391560.2,AL391560.2
18128,AL590787.1,AL590787.1
18133,AL138966.2,AL138966.2
18137,AL159978.1,AL159978.1
18142,LINC00412,LINC00412
18168,AL161893.1,AL161893.1
18172,AL353648.1,AL353648.1
18182,AL138708.1,AL138708.1
18189,N4BP2L2-IT2,N4BP2L2-IT2
18191,AL138820.1,AL138820.1
18194,STARD13-IT1,STARD13-IT1
18196,AL627232.1,AL627232.1
18197,LINC02344,LINC02344
18198,AL138999.2,AL138999.2
18199,AL138999.1,AL138999.1
18200,AL139383.1,AL139383.1
18201,AL161719.1,AL161719.1
18203,AL161891.1,AL161891.1
18207,AL390071.1,AL390071.1
18210,CCDC169,CCDC169
18217,SMAD9-IT1,SMAD9-IT1
18224,AL356495.1,AL356495.1
18233,AL354809.1,AL354809.1
18241,AL590064.1,AL590064.1
18245,AL354696.2,AL354696.2
18248,AL354696.1,AL354696.1
18263,AL161714.1,AL161714.1
18264,AL162713.2,AL162713.2
18265,AL162713.1,AL162713.1
18267,AL512506.1,AL512506.1
18269,NRAD1,NRAD1
18273,SMIM2-IT1,SMIM2-IT1
18274,AL589745.1,AL589745.1
18275,AL138960.1,AL138960.1
18280,AL356515.1,AL356515.1
18287,AL138963.4,AL138963.4
18289,AL138963.1,AL138963.1
18302,AL139801.1,AL139801.1
18307,AL359880.1,AL359880.1
18312,AL157369.1,AL157369.1
18315,AL158196.1,AL158196.1
18321,AL392048.1,AL392048.1
18324,AL157813.2,AL157813.2
18325,AL157813.1,AL157813.1
18328,AL161421.1,AL161421.1
18338,AL136301.1,AL136301.1
18342,KCNRG,KCNRG
18344,AL137060.3,AL137060.3
18345,AL158195.1,AL158195.1
18355,AL162377.1,AL162377.1
18360,AL139082.1,AL139082.1
18364,AL359513.1,AL359513.1
18367,HNRNPA1L2,HNRNPA1L2
18368,AL139089.1,AL139089.1
18374,AL442636.1,AL442636.1
18377,AL159156.1,AL159156.1
18381,AL359208.1,AL359208.1
18384,PCDH9-AS1,PCDH9-AS1
18394,AL159972.1,AL159972.1
18396,AL353660.1,AL353660.1
18403,AL137244.1,AL137244.1
18406,AL136441.1,AL136441.1
18407,AL161717.1,AL161717.1
18408,AL365394.1,AL365394.1
18410,AC000403.1,AC000403.1
18414,MYCBP2-AS1,MYCBP2-AS1
18415,AC001226.1,AC001226.1
18417,MYCBP2-AS2,MYCBP2-AS2
18418,AL159158.1,AL159158.1
18423,OBI1-AS1,OBI1-AS1
18425,OBI1,OBI1
18430,AL158064.1,AL158064.1
18431,AL137781.1,AL137781.1
18433,AL590807.1,AL590807.1
18436,AL162493.1,AL162493.1
18439,AL360267.2,AL360267.2
18443,AL445647.1,AL445647.1
18444,AL445242.1,AL445242.1
18448,AL162456.1,AL162456.1
18449,AL356737.2,AL356737.2
18451,AL354811.1,AL354811.1
18464,AL138955.1,AL138955.1
18469,AL442067.3,AL442067.3
18471,AL442067.1,AL442067.1
18472,AL442067.2,AL442067.2
18473,AL359502.2,AL359502.2
18476,AL445223.1,AL445223.1
18487,AL136961.1,AL136961.1
18490,AL139035.1,AL139035.1
18494,AL137139.2,AL137139.2
18497,PCCA-DT,PCCA-DT
18499,AL353697.1,AL353697.1
18501,AL356966.1,AL356966.1
18502,AL136526.1,AL136526.1
18508,AL160153.1,AL160153.1
18509,FGF14-IT1,FGF14-IT1
18511,AL158063.1,AL158063.1
18514,AL157769.1,AL157769.1
18516,POGLUT2,POGLUT2
18518,ERCC5,ERCC5
18519,AL137246.1,AL137246.1
18520,AL137246.2,AL137246.2
18524,AL138701.2,AL138701.2
18527,AL138689.2,AL138689.2
18528,AL138689.1,AL138689.1
18532,AL163534.1,AL163534.1
18533,AL162574.2,AL162574.2
18535,FAM155A-IT1,FAM155A-IT1
18536,AL136964.1,AL136964.1
18540,AL157762.1,AL157762.1
18541,AL138694.1,AL138694.1
18544,AL161431.1,AL161431.1
18545,AL163541.1,AL163541.1
18548,AL355810.1,AL355810.1
18549,AL390755.1,AL390755.1
18550,AL355974.2,AL355974.2
18552,AL390755.3,AL390755.3
18558,AL139385.1,AL139385.1
18565,ANKRD10-IT1,ANKRD10-IT1
18566,AL442128.2,AL442128.2
18569,AL353704.1,AL353704.1
18571,AL359649.1,AL359649.1
18572,LINC00354,LINC00354
18573,SOX1-OT,SOX1-OT
18577,AL139384.2,AL139384.2
18578,AL139384.1,AL139384.1
18581,AL356752.1,AL356752.1
18583,AL356740.1,AL356740.1
18585,AL356740.2,AL356740.2
18586,AL356740.3,AL356740.3
18590,AL137002.2,AL137002.2
18592,AL137002.1,AL137002.1
18597,AL136221.1,AL136221.1
18602,AL442125.2,AL442125.2
18603,AL442125.1,AL442125.1
18614,RASA3-IT1,RASA3-IT1
18617,AL160396.2,AL160396.2
18621,AL589182.1,AL589182.1
18627,AL356019.2,AL356019.2
18628,AL356019.1,AL356019.1
18630,AL355075.4,AL355075.4
18632,AL355075.1,AL355075.1
18639,AL355075.3,AL355075.3
18642,ANG,ANG
18644,AL163636.1,AL163636.1
18647,AL133371.2,AL133371.2
18650,AL355922.1,AL355922.1
18653,AL161668.3,AL161668.3
18657,AL161668.4,AL161668.4
18658,RNASE13,RNASE13
18663,AL161668.1,AL161668.1
18669,AL135744.1,AL135744.1
18685,TRAV9-1,TRAV9-1
18714,AC244502.1,AC244502.1
18726,TRDV3,TRDV3
18729,AC243965.1,AC243965.1
18731,AC243965.2,AC243965.2
18733,AL160314.2,AL160314.2
18743,AL132780.1,AL132780.1
18745,AJUBA,AJUBA
18746,AL132780.2,AL132780.2
18761,PABPN1,PABPN1
18770,AL135999.2,AL135999.2
18771,THTPA,THTPA
18773,AL135999.1,AL135999.1
18775,AL135999.3,AL135999.3
18777,AL136419.2,AL136419.2
18781,AL136419.3,AL136419.3
18790,AL136295.2,AL136295.2
18793,IRF9,IRF9
18796,AL136295.17,AL136295.17
18798,AL136295.6,AL136295.6
18799,AL136295.7,AL136295.7
18801,CHMP4A,CHMP4A
18802,MDP1,MDP1
18803,NEDD8,NEDD8
18808,AL096870.8,AL096870.8
18809,AL096870.6,AL096870.6
18812,CIDEB,CIDEB
18822,AL132800.1,AL132800.1
18825,AL136018.1,AL136018.1
18830,AL079343.1,AL079343.1
18832,AL110292.1,AL110292.1
18834,MIR4307HG,MIR4307HG
18835,AL139023.1,AL139023.1
18841,AL356756.1,AL356756.1
18842,AL355053.1,AL355053.1
18847,AL049830.3,AL049830.3
18851,AL136418.1,AL136418.1
18853,AL139353.2,AL139353.2
18854,DTD2,DTD2
18857,AL163973.2,AL163973.2
18859,AL352984.1,AL352984.1
18862,AL161665.1,AL161665.1
18863,AL161665.2,AL161665.2
18865,AL136298.1,AL136298.1
18868,SPTSSA,SPTSSA
18870,AL445363.1,AL445363.1
18874,AL121603.2,AL121603.2
18878,PRORP,PRORP
18879,PSMA6,PSMA6
18880,AL133163.2,AL133163.2
18882,AL133163.3,AL133163.3
18885,AL162311.3,AL162311.3
18887,AL162311.1,AL162311.1
18888,AL133304.3,AL133304.3
18889,AL133304.1,AL133304.1
18890,AL133304.2,AL133304.2
18892,AL162511.1,AL162511.1
18894,AL132857.1,AL132857.1
18895,SFTA3,SFTA3
18897,NKX2-1-AS1,NKX2-1-AS1
18899,AL079303.1,AL079303.1
18902,AL079304.1,AL079304.1
18905,AL121790.2,AL121790.2
18906,AL121790.1,AL121790.1
18914,SEC23A-AS1,SEC23A-AS1
18917,AL109628.2,AL109628.2
18918,AL132639.3,AL132639.3
18921,AL132639.2,AL132639.2
18923,AL049828.1,AL049828.1
18924,AL049828.2,AL049828.2
18925,AL390800.1,AL390800.1
18927,AL121821.2,AL121821.2
18929,AL161752.1,AL161752.1
18933,AL049870.3,AL049870.3
18936,AL121809.2,AL121809.2
18937,AL121809.1,AL121809.1
18942,AL162632.3,AL162632.3
18946,AL358335.2,AL358335.2
18947,AL110505.1,AL110505.1
18952,AL139099.1,AL139099.1
18954,AL139099.2,AL139099.2
18957,AL591767.1,AL591767.1
18960,AL627171.2,AL627171.2
18961,AL627171.1,AL627171.1
18967,DMAC2L,DMAC2L
18968,AL359397.2,AL359397.2
18970,AL359397.1,AL359397.1
18972,AL118556.1,AL118556.1
18975,AL606834.1,AL606834.1
18977,AL606834.2,AL606834.2
18978,AL133485.2,AL133485.2
18979,AL133485.3,AL133485.3
18982,AL358334.2,AL358334.2
18984,AL358334.4,AL358334.4
18990,AL122125.1,AL122125.1
18993,AL358333.2,AL358333.2
18994,AL358333.3,AL358333.3
19003,AL133453.1,AL133453.1
19007,AL139317.3,AL139317.3
19008,AL139317.5,AL139317.5
19010,AL352979.4,AL352979.4
19012,AL356020.1,AL356020.1
19013,AL365295.1,AL365295.1
19014,AL163953.1,AL163953.1
19017,AL138479.2,AL138479.2
19023,AL133444.1,AL133444.1
19030,AL158801.2,AL158801.2
19032,AL158801.3,AL158801.3
19037,AL163952.1,AL163952.1
19038,AL138995.1,AL138995.1
19040,AL355073.2,AL355073.2
19043,AL355103.1,AL355103.1
19045,AL137100.3,AL137100.3
19046,AL391152.1,AL391152.1
19049,AL355834.2,AL355834.2
19052,AL161804.1,AL161804.1
19053,AL049838.1,AL049838.1
19057,AL132989.1,AL132989.1
19058,PSMA3-AS1,PSMA3-AS1
19059,AL132989.2,AL132989.2
19072,AL133299.1,AL133299.1
19074,AL157911.1,AL157911.1
19077,AL157756.1,AL157756.1
19082,AL049874.3,AL049874.3
19090,AL359220.1,AL359220.1
19091,AL355916.2,AL355916.2
19093,AL355916.1,AL355916.1
19096,HIF1A-AS3,HIF1A-AS3
19099,AL390816.2,AL390816.2
19103,AL136038.3,AL136038.3
19105,AL136038.5,AL136038.5
19109,AL161756.1,AL161756.1
19110,AL161756.3,AL161756.3
19112,AL122035.1,AL122035.1
19113,AL122035.2,AL122035.2
19117,AL049869.3,AL049869.3
19125,FNTB,FNTB
19126,AL139022.2,AL139022.2
19128,AL139022.1,AL139022.1
19130,AL355076.2,AL355076.2
19133,AL391261.2,AL391261.2
19135,AL359232.1,AL359232.1
19136,AL157997.1,AL157997.1
19139,AL049835.1,AL049835.1
19142,AL135978.2,AL135978.2
19150,AL049779.4,AL049779.4
19156,AL133370.1,AL133370.1
19157,AL121820.3,AL121820.3
19158,AL121820.2,AL121820.2
19159,AL121820.1,AL121820.1
19160,AL133313.1,AL133313.1
19161,AL132986.1,AL132986.1
19166,AL391262.1,AL391262.1
19167,AL359317.2,AL359317.2
19169,AL359317.1,AL359317.1
19173,AL157996.2,AL157996.2
19176,AL133445.3,AL133445.3
19178,AL133445.2,AL133445.2
19183,AL160191.1,AL160191.1
19184,AL356804.1,AL356804.1
19186,SYNJ2BP,SYNJ2BP
19188,ADAM20,ADAM20
19190,AL357153.1,AL357153.1
19194,AC004816.1,AC004816.1
19195,AC004816.2,AC004816.2
19196,AC004825.2,AC004825.2
19198,AC004825.3,AC004825.3
19199,AC004817.3,AC004817.3
19200,AC004817.5,AC004817.5
19201,AC004817.2,AC004817.2
19202,AC004817.4,AC004817.4
19203,AC005476.2,AC005476.2
19205,AC004974.1,AC004974.1
19206,AC005993.1,AC005993.1
19208,AC004828.2,AC004828.2
19212,AL442663.3,AL442663.3
19216,AC004846.1,AC004846.1
19217,AC004846.2,AC004846.2
19219,AC005280.2,AC005280.2
19220,AC005280.1,AC005280.1
19223,AC005225.1,AC005225.1
19225,AC005225.2,AC005225.2
19229,AC006146.1,AC006146.1
19232,AC005520.2,AC005520.2
19235,AC005520.5,AC005520.5
19236,ZNF410,ZNF410
19237,AC005480.1,AC005480.1
19238,AC005520.3,AC005520.3
19246,AC005519.1,AC005519.1
19248,AC005479.2,AC005479.2
19249,AC005479.1,AC005479.1
19253,AC013451.2,AC013451.2
19262,AL049780.1,AL049780.1
19267,AL049780.2,AL049780.2
19269,AL691403.2,AL691403.2
19270,AL691403.1,AL691403.1
19271,AF111167.1,AF111167.1
19274,AF111167.2,AF111167.2
19277,AC007182.1,AC007182.1
19281,AF107885.2,AF107885.2
19285,AC016526.2,AC016526.2
19287,AC008050.1,AC008050.1
19288,AC007376.2,AC007376.2
19290,AF111169.3,AF111169.3
19293,AF111169.4,AF111169.4
19295,AC007686.4,AC007686.4
19297,AC007686.3,AC007686.3
19299,LINC02289,LINC02289
19300,AC007686.5,AC007686.5
19319,AC022469.1,AC022469.1
19320,AC008056.3,AC008056.3
19324,AC007262.2,AC007262.2
19325,AL136040.2,AL136040.2
19327,AL136040.1,AL136040.1
19333,AL049775.1,AL049775.1
19334,AL049775.3,AL049775.3
19340,AL359237.1,AL359237.1
19343,AL157955.1,AL157955.1
19344,LINC01147,LINC01147
19346,AL133279.3,AL133279.3
19347,AL133279.1,AL133279.1
19351,AL162171.1,AL162171.1
19353,AL162171.3,AL162171.3
19355,AL121768.1,AL121768.1
19357,AL137785.1,AL137785.1
19359,AL138478.1,AL138478.1
19360,AL357093.2,AL357093.2
19361,AL357093.1,AL357093.1
19364,AL137230.1,AL137230.1
19370,AL161662.1,AL161662.1
19371,AL512791.2,AL512791.2
19374,AL096869.3,AL096869.3
19376,AL096869.2,AL096869.2
19377,AL139193.2,AL139193.2
19378,AL122020.2,AL122020.2
19383,AL135818.1,AL135818.1
19384,AL135818.2,AL135818.2
19385,AL135818.3,AL135818.3
19387,AL133153.2,AL133153.2
19390,AL121839.2,AL121839.2
19411,AL122023.1,AL122023.1
19412,COX8C,COX8C
19417,AL132642.1,AL132642.1
19427,AL132708.1,AL132708.1
19432,AL049839.3,AL049839.3
19433,SERPINA3,SERPINA3
19435,AL121612.2,AL121612.2
19440,AL133467.1,AL133467.1
19444,AL133467.2,AL133467.2
19445,AL133467.4,AL133467.4
19447,TCL1B,TCL1B
19449,AL139020.1,AL139020.1
19453,AL355102.1,AL355102.1
19455,AL355102.4,AL355102.4
19456,AL355102.3,AL355102.3
19460,AL163051.1,AL163051.1
19462,AL137786.1,AL137786.1
19463,AL137786.2,AL137786.2
