Mixture,T cell CD8,Tumor cells,B cell,Plasma cell,T cell regulatory,Mast cell,T cell CD4,Macrophage,Alveolar cell type 2,NK cell,Monocyte,Neutrophils,cDC2,Macrophage alveolar,transitional club/AT2,Alveolar cell type 1,pDC,Ciliated,Endothelial cell,cDC1,Club,DC mature,Stromal,P-value,Correlation,RMSE,Absolute score (sig.score)
LUAD_TCGA-38-4625_T,0,6.62002755844927,1.76915197061938,1.90079458643501,2.51401680073044,2.59122477155291,2.68730677834265,11.7119615413269,4.17049384845004,2.09887139803121,1.11895467974144,0.975345328213214,1.95403735536111,1.74141235637719,0,0.77714649092162,1.97797244200523,0.874735839612523,3.01421978784168,1.4773786573124,0.292308657870095,1.35772190381323,4.18463105306718,0,0.719737910469309,0.841271647774428,55.8097138060748
LUAD_TCGA-38-4626_N,0,0.226142368821928,2.16249418538023,0,1.4509627040689,2.6286045393345,2.91104818738563,2.81840224009713,9.16908161957004,3.23349834544854,3.56576657394221,0.583990159220851,3.06094201174922,20.7027880555692,0,3.1190874760007,1.16734684334704,2.47166860430048,3.37283316153742,1.59996395729367,4.2390344429088,0.218572789485228,0.686942884070997,0,0.914103918816996,0.687061938066441,69.3891711495327
LUAD_TCGA-38-4626_T,0,0.352997264339595,2.06626329785672,0.125905804878246,0.64878588891365,1.74969786587406,4.45246077699258,7.53997132282475,15.6469631094589,3.28223152346865,4.42292272848591,1.14305319880176,3.69692627833126,9.44037605180617,0,4.19585616140378,2.73637916984131,0.951368721370455,6.72734698771245,0.840423637991597,0.672929563845666,0.58860732077231,6.49542914278717,0,0.861787812189292,0.615415080743786,77.776895817757
LUAD_TCGA-38-4627_N,0,0.0724731204877942,1.94845852080745,0.207129731138159,1.72532703154932,2.2455558236238,3.83918312088024,3.25064357723658,10.8228856973424,3.19684443602996,1.83258866750588,0.54821236604553,4.04715887249235,11.136995738439,0,3.18627724644186,1.70069116167294,1.61584377249384,7.17231617843508,2.23682174644836,0.67557907605582,0.521394399550647,5.34921836251921,0,0.877553418116016,0.668132649464679,67.3315986471963
LUAD_TCGA-38-4627_T,0,3.29352259345358,1.41332837011881,0.926547791080658,2.17258815110366,1.05108442707882,4.38309488562802,8.24215162851635,0.129191123285676,3.36347731381685,0.949113023568921,0.673953623319278,1.86546560598081,1.38352165398293,4.88928522127972,0.650411693458306,2.36030949709115,2.17083471988286,4.39213783472029,2.49486864185216,0.485642453423769,0.687464549418184,17.7592336325186,0,0.770182604311282,0.897060023034142,65.7372284345794
LUAD_TCGA-38-4628_T,0,4.69252639649295,2.08317566187778,0.257393744959111,2.30670828892152,2.61992631469834,1.89937944536262,1.80239177603109,0,1.88372695819751,1.03694893280656,0.116027336829028,3.8978200202781,7.03075756021111,9.07199662819039,1.95217344913341,0.967463742444534,0.964620171566286,0.969750947411181,2.06060709589352,0.048638025062214,0,3.66985660176359,0,0.517741383808581,0.942457847767828,49.3318890981308
LUAD_TCGA-38-4629_T,0.11270846644014,8.94328501062406,1.83073624797691,2.76579769934712,2.54310362983058,1.08646974863378,1.39305373050016,11.838620002001,0.206049324914248,3.3406761284248,0.27921869751414,1.37559039273325,4.50429402409597,0.797376211976297,0.141478533426935,1.27633331856966,0.93418465835296,0.377881956925483,1.69608559604688,1.41678905092565,0.142262616819093,0.937830227757652,6.43762536635016,0,0.811746903761181,0.836223664482502,54.3774506401869
LUAD_TCGA-38-4630_T,0.799301829160259,8.80166383140085,4.23375448325132,0.685042597584329,0.991015906143589,1.5419701196989,3.59825861030527,4.17075721323337,0.00491676429029432,1.4167902870098,0,0.295638828675603,2.19246337496626,2.1460951592024,0.0203590399920187,0.178819157416406,2.14550654055428,1.88322925998292,1.45098711045843,2.6875911509911,0.00967291112987801,0.503347530897559,8.80671243617853,0,0.547119225692454,0.940344911648739,48.5638941425234
LUAD_TCGA-38-4631_T,0,13.4030551568333,1.28376914142722,7.07723255445461,3.59658199304536,1.91095672789788,0.678409052987987,4.59848115419689,0,2.13210032064418,0,0.878973676457414,1.79177332434725,0.113482548912586,0.0744916271705003,0.37544398435551,1.15193230896666,3.02773757180639,2.29945197018604,2.15716163230071,0.0280923557175768,1.01650568520569,3.00791523878717,0,0.750835232832021,0.703802041509709,50.6035480257009
LUAD_TCGA-38-4632_N,0.370998020370631,0.0559377185710565,2.88531978724619,0.577375118096805,1.57903169770506,1.98424574682737,4.04250294788273,19.8448174640096,17.8522141436717,3.55953733320463,3.22971174064135,0.828437782586286,0,1.86183310207952,0,3.13890868737375,1.7253171766671,1.61057789507701,4.29395623581265,2.65273657953271,1.47739738021443,0.347211489579455,1.59261293182198,0,0.845355126119947,0.586196531763516,75.510680978972
LUAD_TCGA-38-4632_T,0,3.17523198946306,1.9560750400979,0.840935311304299,3.27889736895165,2.70170971101148,2.12318900976037,5.62998444652663,0.583948986958121,2.47899581251953,0.937663484568825,0.540464116799285,5.02495935282333,2.19424874809028,11.3985793390748,0.275512331188118,1.8540257417967,0.329404427754398,2.25058134428301,1.26471938775958,0,0.263517051410188,2.79792379926033,0,0.711667002521425,0.896477220247827,51.9005668014019
LUAD_TCGA-38-6178_T,0,5.60777118524113,2.62900851927705,2.09391092953574,2.02951015826299,0.833126507243574,2.23808599307757,4.77708673306687,0,3.15815903136725,1.53821540507036,0.57268489753364,0,0.538895783430965,10.9132086941828,2.12898241567824,2.58492967267423,3.32572609222877,5.31339096747766,0.432765235937543,0.337961912317564,2.1903714230731,10.8904690765006,0,0.792550459583224,0.867760875173929,64.1342606331776
LUAD_TCGA-38-7271_T,2.74824506469601,0.648001424075862,7.35945513115946,5.76100680077743,3.72245486275973,1.06102452632143,4.50401360248936,5.44142221794758,3.07255979775337,2.77444659320651,1.1108821015481,0.41800060712053,4.24880767571599,0.656281514073106,3.91123547139611,1.30012433518324,1.95121406872755,1.12631073725956,3.75910154421104,1.3364232433757,0.891346715212321,1.44409805561262,4.83773590704095,0,0.838952228068854,0.72600756176975,64.0841919976636
LUAD_TCGA-38-A44F_T,0.193315920218856,2.33376893310354,4.05716186191802,4.73245919986301,2.57691774479318,0.739669220242105,3.75014673976106,2.33663872546402,1.66624908288767,2.70324319019523,0.256935466917417,0.210774178061294,6.08334500235695,4.87587540841803,5.86900049728289,2.86555563469211,0.763518104532549,3.10218143279107,3.71623520590098,1.75998721516731,4.10602995172388,1.1130355076367,4.13011762420297,0,0.820772767368204,0.763386118708902,63.9421618481308
LUAD_TCGA-44-2655_N,0,0,2.28257068213612,0,0.429643796976933,1.82659415654073,5.60295244346313,0,11.622990509106,2.2872936872076,1.29778758386485,0.139466246828324,6.7413307966864,12.5452721596951,0,6.90878723021867,1.52196513837955,1.28294397382591,13.9084239540513,0,2.95727752415911,0.718340413623511,5.15575864949852,0,0.761138963314205,0.745913256543788,77.2293989462617
LUAD_TCGA-44-2655_T,0.304597781601519,1.26645490341291,2.59300749237916,0.960041527020925,3.26122244266964,1.29994409118137,1.92046843949588,0,4.54116253257976,0.98667652518408,2.26057451865385,0.205268355688546,3.33802312656282,4.03837079094181,21.8419086974165,2.35744145090882,1.74399684657757,2.39454095079977,3.36890100915491,1.68879780610909,0.481831791434012,0.438148525673846,2.36908610016072,0,0.882240521271786,0.737023143641798,63.6604657056075
