Run,cell_type
SRR10785551,Alveolar cell type 1
SRR10796229,Fibroblast adventitial
SRR10795618,cDC2
SRR10791006,T cell CD8
SRR10792079,cDC2
SRR10779775,Epithelial cell other C5
SRR10794863,other C29
SRR10793837,Basal
SRR10797278,Epithelial cell other C4
SRR10788554,Macrophage
SRR10791736,Plasma cell
SRR10786822,Mesothelial
SRR10783936,Endothelial cell lymphatic
SRR10788994,Epithelial cell other C4
SRR10783665,Macrophage
SRR10789157,Macrophage
SRR10794890,Fibroblast alveolar
SRR10781528,Monocyte non-conventional
SRR10793073,Fibroblast adventitial
SRR10779324,Macrophage
SRR10783773,Macrophage
SRR10782864,Endothelial cell lymphatic
SRR10780514,Fibroblast alveolar
SRR10797597,NK cell
SRR10777949,T cell CD4
SRR10794908,Endothelial cell
SRR10786427,Macrophage
SRR10782690,Monocyte non-conventional
SRR10782734,NK cell
SRR10791941,Macrophage
SRR10783213,Monocyte non-conventional
SRR10792834,T cell CD4
SRR10780571,NK cell
SRR10781518,T cell regulatory
SRR10783784,Smooth muscle cell
SRR10787976,Alveolar cell type 2
SRR10780552,Epithelial cell other C5
SRR10790406,T cell CD4
SRR10791523,Macrophage
SRR10791641,Alveolar cell type 2
SRR10781127,Plasma cell
SRR10793464,T cell CD4
SRR10795120,Club
SRR10787203,other C17
SRR10785687,Alveolar cell type 2
SRR10786632,T cell CD8
SRR10787316,T cell CD8
SRR10781594,Epithelial cell other C2
SRR10794068,Macrophage
SRR10788518,B cell
SRR10784711,Monocyte conventional
SRR10784257,Epithelial cell other C1
SRR10784604,T cell CD4
SRR10786496,B cell
SRR10785970,Monocyte non-conventional
SRR10781143,Monocyte non-conventional
SRR10787241,Endothelial cell
SRR10793828,Mast cell
SRR10786409,Macrophage
SRR10787504,Macrophage
SRR10778267,B cell
SRR10796745,Macrophage
SRR10787326,T cell CD4
SRR10788948,T cell CD8
SRR10793914,Monocyte non-conventional
SRR10780204,T cell CD4
SRR10797235,B cell
SRR10794782,Macrophage
SRR10790524,other C19
SRR10796180,Monocyte conventional
SRR10782600,Fibroblast adventitial
SRR10780205,other C29
SRR10793030,Fibroblast adventitial
SRR10796684,T cell CD8
SRR10795552,Basal
SRR10782910,Plasma cell
SRR10786912,T cell CD8
SRR10781801,T cell CD8
SRR10783168,other C21
SRR10791972,pDC
SRR10777907,Goblet
SRR10791933,Macrophage
SRR10793537,Endothelial cell
SRR10797252,Monocyte non-conventional
SRR10797397,Fibroblast alveolar
SRR10779975,T cell CD4
SRR10787448,Monocyte non-conventional
SRR10782028,T cell regulatory
SRR10788545,T cell CD4
SRR10788432,T cell CD4
SRR10783039,Pericyte
SRR10777970,T cell CD8
SRR10796006,other C17
SRR10777641,Epithelial cell other C1
SRR10795300,Fibroblast adventitial
SRR10789233,Plasma cell
SRR10778978,T cell CD4
SRR10796514,Monocyte conventional
SRR10781507,pDC
SRR10788893,Club
SRR10782263,Epithelial cell other C1
SRR10793594,Club
SRR10777326,Macrophage
SRR10778493,T cell CD4
SRR10795148,Monocyte non-conventional
SRR10793735,B cell
SRR10777288,Mesothelial
SRR10780779,T cell CD4
SRR10798439,cDC2
SRR10795964,Macrophage
SRR10779403,Basal
SRR10777885,Macrophage
SRR10779076,T cell CD4
SRR10783264,T cell CD4
SRR10786143,Ciliated
SRR10785497,pDC
SRR10791289,NK cell
SRR10781416,T cell CD4
SRR10777425,other C21
SRR10794195,Epithelial cell other C5
SRR10779738,Epithelial cell other C4
SRR10783164,Endothelial cell
SRR10784227,Plasma cell
SRR10778120,Macrophage
SRR10791098,Epithelial cell other C1
SRR10785852,Macrophage
SRR10786534,Endothelial cell
SRR10780161,Fibroblast alveolar
SRR10794336,T cell CD8
SRR10793025,Monocyte conventional
SRR10784249,Endothelial cell
SRR10785612,other C21
SRR10792707,Basal
SRR10794376,Epithelial cell other C1
SRR10785558,Plasma cell
SRR10797217,cDC1
SRR10797304,Fibroblast adventitial
SRR10779519,Macrophage
SRR10790851,other C29
SRR10782204,Club
SRR10792823,Macrophage
SRR10782327,Epithelial cell other C1
SRR10779657,Fibroblast adventitial
SRR10789723,Epithelial cell other C5
SRR10789835,T cell CD4
SRR10785843,cDC2
SRR10788904,other C19
SRR10796671,Monocyte non-conventional
SRR10791245,Monocyte non-conventional
SRR10797645,Plasma cell
SRR10789446,Monocyte non-conventional
SRR10785070,Macrophage
SRR10785236,Plasma cell
SRR10782282,T cell CD4
SRR10784232,Fibroblast adventitial
SRR10781954,B cell
SRR10778701,other C21
SRR10796080,Epithelial cell other C5
SRR10797313,Basal
SRR10790766,Epithelial cell other C1
SRR10787437,Club
SRR10791683,Macrophage
SRR10788092,Mast cell
SRR10790264,Plasma cell
SRR10795245,Monocyte conventional
SRR10777717,Monocyte non-conventional
SRR10790112,Fibroblast adventitial
SRR10779484,Macrophage
SRR10791786,Monocyte non-conventional
SRR10778931,Club
SRR10784325,T cell CD8
SRR10796432,Alveolar cell type 2
SRR10787920,pDC
SRR10787339,Macrophage
SRR10792206,T cell CD8
SRR10793815,Endothelial cell
SRR10793180,cDC2
SRR10786883,Endothelial cell
SRR10782769,Monocyte non-conventional
SRR10784556,Basal
SRR10797381,Monocyte non-conventional
SRR10782752,Fibroblast alveolar
SRR10795321,T cell CD8
SRR10793642,Macrophage
SRR10789247,Epithelial cell other C3
SRR10780009,Plasma cell
SRR10778133,Epithelial cell other C1
SRR10794982,Club
SRR10791602,Fibroblast alveolar
SRR10784786,Pericyte
SRR10793128,Alveolar cell type 2
SRR10777588,other C17
SRR10783396,Plasma cell
SRR10798512,Fibroblast alveolar
SRR10788476,T cell CD8
SRR10796600,Macrophage
SRR10798574,Epithelial cell other C1
SRR10793117,T cell CD4
SRR10789709,Basal
SRR10794438,Epithelial cell other C1
SRR10778754,Epithelial cell other C1
SRR10782679,Monocyte non-conventional
SRR10779543,Mast cell
SRR10782817,pDC
SRR10782117,Macrophage
SRR10787581,T cell dividing
SRR10784778,other C17
SRR10787970,Macrophage
SRR10782402,Macrophage
SRR10784934,Macrophage
SRR10780437,Smooth muscle cell
SRR10778094,T cell CD4
SRR10783001,Alveolar cell type 2
SRR10793639,T cell CD8
SRR10791663,Macrophage
SRR10781251,Macrophage
SRR10782241,Macrophage
SRR10781682,other C17
SRR10777308,Macrophage
SRR10779409,Monocyte non-conventional
SRR10791210,Macrophage
SRR10796347,Epithelial cell other C4
SRR10796453,Endothelial cell
SRR10797808,Epithelial cell other C1
SRR10789603,Epithelial cell other C1
SRR10787204,T cell CD4
SRR10795123,T cell CD8
SRR10794903,T cell CD8
SRR10784685,T cell CD4
SRR10788864,T cell CD4
SRR10784253,Endothelial cell lymphatic
SRR10798260,Monocyte conventional
SRR10796132,cDC1
SRR10790439,Macrophage
SRR10783266,cDC2
SRR10787894,Endothelial cell
SRR10787206,B cell
SRR10787812,Epithelial cell other C1
SRR10793869,Endothelial cell
SRR10777561,Basal
SRR10788313,Basal
SRR10793600,T cell CD4
SRR10780296,T cell CD8
SRR10797480,Basal
SRR10779210,T cell CD4
SRR10784470,Macrophage
SRR10786125,T cell CD4
SRR10797937,Macrophage
SRR10779373,Macrophage
SRR10795475,Club
SRR10793794,T cell CD4
SRR10784451,Club
SRR10785402,T cell CD8
SRR10784245,T cell CD4
SRR10782574,Macrophage
SRR10778583,Endothelial cell
SRR10788321,T cell CD8
SRR10791481,Macrophage
SRR10778812,Epithelial cell other C1
SRR10797264,Fibroblast adventitial
SRR10779893,T cell dividing
SRR10788319,Macrophage
SRR10784983,Endothelial cell
SRR10787597,Monocyte non-conventional
SRR10787777,Fibroblast alveolar
SRR10796772,Monocyte non-conventional
SRR10785734,DC mature
SRR10785428,cDC2
SRR10787740,Macrophage
SRR10794590,Fibroblast adventitial
SRR10786304,Epithelial cell other C1
SRR10793601,T cell CD8
SRR10779940,B cell
SRR10784993,other C29
SRR10793333,T cell dividing
SRR10785266,Macrophage
SRR10797070,T cell CD8
SRR10785264,B cell
SRR10790537,Macrophage
SRR10787609,DC mature
SRR10787072,cDC2
SRR10778458,Endothelial cell
SRR10790694,cDC2
SRR10782308,Monocyte non-conventional
SRR10794353,B cell
SRR10795079,Mast cell
SRR10779817,other C17
SRR10786410,T cell CD4
SRR10787207,T cell CD4
SRR10791591,Epithelial cell other C4
SRR10787393,Pericyte
SRR10788304,other C32
SRR10782545,Pericyte
SRR10779300,Epithelial cell other C1
SRR10792453,Macrophage
SRR10792806,Epithelial cell other C5
SRR10791923,T cell CD8
SRR10792422,T cell CD8
SRR10778375,B cell
SRR10794213,Endothelial cell
SRR10798620,B cell
SRR10790131,T cell CD8
SRR10796626,Plasma cell
SRR10797220,Plasma cell
SRR10781300,T cell CD4
SRR10780526,Macrophage
SRR10781973,other C21
SRR10787867,Epithelial cell dividing
SRR10793088,other C19
SRR10798067,T cell CD4
SRR10785716,Basal
SRR10798549,NK cell
SRR10785179,Fibroblast adventitial
SRR10788624,pDC
SRR10791103,Ciliated
SRR10784999,Fibroblast adventitial
SRR10780921,Monocyte conventional
SRR10794437,T cell CD8
SRR10781498,Macrophage
SRR10790775,Macrophage
SRR10789073,NK cell
SRR10782932,Endothelial cell
SRR10782012,T cell CD8
SRR10794451,Macrophage
SRR10781270,T cell CD8
SRR10784184,Epithelial cell other C5
SRR10786219,Macrophage
SRR10782409,T cell CD4
SRR10792913,Basal
SRR10778582,Endothelial cell
SRR10789308,T cell CD4
SRR10798036,Macrophage
SRR10786439,Macrophage
SRR10795281,Endothelial cell
SRR10782249,T cell dividing
SRR10793366,cDC2
SRR10795805,T cell regulatory
SRR10784335,cDC2
SRR10787332,Fibroblast alveolar
SRR10796901,T cell CD4
SRR10780216,Plasma cell
SRR10792082,Fibroblast alveolar
SRR10794078,Pericyte
SRR10791594,Fibroblast adventitial
SRR10796837,T cell CD8
SRR10777858,Monocyte non-conventional
SRR10795125,T cell CD4
SRR10777855,Basal
SRR10794022,Macrophage
SRR10790619,Endothelial cell
SRR10785297,T cell CD4
SRR10790919,T cell dividing
SRR10783442,Epithelial cell other C4
SRR10777911,T cell dividing
SRR10784865,cDC1
SRR10784457,Mesothelial
SRR10789136,Fibroblast adventitial
SRR10791944,T cell CD4
SRR10785639,Endothelial cell
SRR10782171,Macrophage
SRR10795535,Macrophage
SRR10790258,NK cell
SRR10787503,Club
SRR10790940,Fibroblast adventitial
SRR10781164,cDC2
SRR10797895,Epithelial cell other C4
SRR10786087,Fibroblast alveolar
SRR10796999,Macrophage
SRR10787365,Alveolar cell type 2
SRR10793375,Mast cell
SRR10791182,T cell CD4
SRR10787233,Monocyte non-conventional
SRR10787074,Monocyte conventional
SRR10797444,Epithelial cell other C1
SRR10789387,T cell CD8
SRR10794704,Macrophage
SRR10796068,Macrophage
SRR10777740,Endothelial cell
SRR10796099,B cell
SRR10791095,Macrophage
SRR10797572,pDC
SRR10777755,Plasma cell
SRR10794190,Epithelial cell other C1
SRR10795080,Mast cell
SRR10780847,Smooth muscle cell
SRR10791519,Basal
SRR10788900,Macrophage
SRR10793818,Endothelial cell
SRR10782347,T cell CD4
SRR10778281,Monocyte non-conventional
SRR10785119,Basal
SRR10782595,Macrophage
SRR10783369,cDC2
SRR10789417,DC Lagerhans
SRR10792778,Macrophage
SRR10785671,DC mature
SRR10792863,Fibroblast adventitial
SRR10779597,Macrophage
SRR10788666,Fibroblast adventitial
SRR10789832,T cell CD8
SRR10777977,Monocyte non-conventional
SRR10796483,Macrophage
SRR10783624,Smooth muscle cell
SRR10792598,cDC2
SRR10795070,Endothelial cell
SRR10796865,Endothelial cell
SRR10787627,T cell dividing
SRR10797028,Pericyte
SRR10798132,Plasma cell
SRR10787130,B cell
SRR10794250,Plasma cell
SRR10796892,B cell
SRR10778622,T cell CD4
SRR10779713,Fibroblast adventitial
SRR10796103,Macrophage
SRR10784737,Epithelial cell other C3
SRR10786259,Alveolar cell type 2
SRR10789192,other C29
SRR10790308,Macrophage
SRR10789664,Macrophage
SRR10795410,pDC
SRR10783998,Endothelial cell
SRR10787307,Plasma cell
SRR10792701,Monocyte non-conventional
SRR10781857,Mast cell
SRR10792676,T cell CD8
SRR10796632,Macrophage
SRR10787961,cDC2
SRR10783658,T cell CD8
SRR10780671,T cell regulatory
SRR10788889,Fibroblast adventitial
SRR10794089,NK cell
SRR10794191,Epithelial cell other C1
SRR10779336,Epithelial cell other C4
SRR10785137,T cell CD4
SRR10790593,Macrophage
SRR10782128,Macrophage
SRR10786432,Fibroblast adventitial
SRR10785924,Epithelial cell other C4
SRR10786381,T cell CD8
SRR10796378,Fibroblast adventitial
SRR10796925,Macrophage
SRR10787105,Macrophage
SRR10788691,other C33
SRR10789925,Mast cell
SRR10787541,Monocyte non-conventional
SRR10787023,Epithelial cell other C5
SRR10786223,Alveolar cell type 1
SRR10784452,T cell CD8
SRR10793066,Fibroblast adventitial
SRR10792254,Monocyte non-conventional
SRR10796329,other C17
SRR10777898,other C17
SRR10786084,T cell CD4
SRR10788608,Mesothelial
SRR10789502,NK cell
SRR10780557,Epithelial cell other C4
SRR10778140,Pericyte
SRR10796651,Mast cell
SRR10790621,Ionocyte
SRR10794799,Endothelial cell
SRR10784511,Smooth muscle cell
SRR10788247,Plasma cell
SRR10787444,Macrophage
SRR10778308,Epithelial cell other C5
SRR10787751,Epithelial cell other C1
SRR10780186,NK cell
SRR10787559,Epithelial cell other C1
SRR10782811,Epithelial cell other C4
SRR10792373,Macrophage
SRR10784100,Fibroblast adventitial
SRR10789103,T cell CD4
SRR10786017,T cell CD8
SRR10783768,T cell CD8
SRR10795100,Epithelial cell other C5
SRR10785307,Fibroblast adventitial
SRR10797061,Fibroblast adventitial
SRR10796444,Endothelial cell
SRR10797813,Alveolar cell type 2
SRR10781385,other C21
SRR10777320,Endothelial cell
SRR10788789,other C19
SRR10793318,Fibroblast adventitial
SRR10788912,Goblet
SRR10797746,T cell CD8
SRR10797470,Epithelial cell other C3
SRR10782678,other C17
SRR10777287,T cell CD8
SRR10780424,Monocyte non-conventional
SRR10781138,DC mature
SRR10785758,Epithelial cell other C1
SRR10789269,Monocyte non-conventional
SRR10796935,Fibroblast adventitial
SRR10783751,Fibroblast adventitial
SRR10795800,Macrophage
SRR10787217,T cell CD4
SRR10794657,Macrophage
SRR10780674,Plasma cell
SRR10788669,NK cell
SRR10790849,Mast cell
SRR10791765,Monocyte non-conventional
SRR10779967,T cell CD8
SRR10778448,Macrophage
SRR10778598,Basal
SRR10798305,T cell CD8
SRR10793235,Epithelial cell other C1
SRR10793308,NK cell
SRR10793816,Club
SRR10789537,Epithelial cell other C4
SRR10788438,Fibroblast adventitial
SRR10795324,Club
SRR10780835,Plasma cell
SRR10778002,Macrophage
SRR10778070,Monocyte non-conventional
SRR10785637,T cell CD4
SRR10788427,other C21
SRR10785737,Epithelial cell other C1
SRR10791846,Macrophage
SRR10797463,T cell CD8
SRR10796615,T cell CD8
SRR10796469,Monocyte conventional
SRR10778776,Fibroblast adventitial
SRR10784076,NK cell
SRR10786126,Endothelial cell lymphatic
SRR10781121,Monocyte non-conventional
SRR10787544,Macrophage
SRR10791644,T cell CD8
SRR10787840,T cell CD8
SRR10782268,Monocyte non-conventional
SRR10788811,T cell regulatory
SRR10795837,Plasma cell
SRR10791939,Fibroblast adventitial
SRR10791711,Macrophage
SRR10791977,Smooth muscle cell
SRR10787897,T cell CD4
SRR10786814,T cell CD8
SRR10796266,other C32
SRR10789843,T cell regulatory
SRR10784138,Endothelial cell
SRR10797179,Basal
SRR10779112,T cell CD8
SRR10792724,Plasma cell
SRR10777863,Macrophage
SRR10783683,Basal
SRR10797034,Alveolar cell type 1
SRR10796226,Basal
SRR10785633,NK cell
SRR10778991,Epithelial cell other C1
SRR10793725,Monocyte non-conventional
SRR10793854,Macrophage
SRR10782955,Monocyte non-conventional
SRR10790945,T cell regulatory
SRR10783871,DC mature
SRR10778025,Fibroblast alveolar
SRR10794811,Endothelial cell
SRR10790328,Monocyte non-conventional
SRR10787405,Epithelial cell other C1
SRR10791119,Pericyte
SRR10797859,Plasma cell
SRR10785395,Fibroblast adventitial
SRR10798094,Club
SRR10784488,Epithelial cell other C1
SRR10789248,B cell
SRR10796567,Fibroblast adventitial
SRR10787151,NK cell
SRR10779416,Monocyte non-conventional
SRR10778370,cDC1
SRR10777666,Club
SRR10795259,T cell CD4
SRR10788712,Macrophage
SRR10797840,Fibroblast alveolar
SRR10790973,T cell CD8
SRR10794573,Fibroblast adventitial
SRR10789038,Macrophage
SRR10783362,Ciliated
SRR10797048,Macrophage
SRR10798447,Alveolar cell type 2
SRR10777900,Mesothelial
SRR10781990,Endothelial cell
SRR10793182,Smooth muscle cell
SRR10797829,T cell dividing
SRR10792073,T cell CD8
SRR10794958,Macrophage
SRR10784538,Fibroblast adventitial
SRR10782248,Epithelial cell other C5
SRR10794125,T cell CD4
SRR10781807,T cell CD4
SRR10785828,Fibroblast adventitial
SRR10779550,Macrophage
SRR10789063,T cell regulatory
SRR10797845,Endothelial cell
SRR10779751,Epithelial cell other C1
SRR10794218,T cell CD8
SRR10785165,Basal
SRR10788868,T cell CD4
SRR10795003,Pericyte
SRR10798101,T cell CD4
SRR10779099,Macrophage
SRR10786455,T cell CD4
SRR10779351,pDC
SRR10786120,pDC
SRR10788116,Monocyte conventional
SRR10791290,other C19
SRR10787069,Plasma cell
SRR10789401,Macrophage
SRR10781350,Fibroblast adventitial
SRR10781290,Macrophage
SRR10777503,Epithelial cell other C5
SRR10796710,T cell CD8
SRR10783807,cDC2
SRR10789286,Fibroblast alveolar
SRR10795856,Monocyte non-conventional
SRR10796273,T cell CD4
SRR10787312,Smooth muscle cell
SRR10795798,Monocyte conventional
SRR10787651,other C19
SRR10789957,Fibroblast adventitial
SRR10789108,Epithelial cell other C5
SRR10790203,Basal
SRR10793863,Plasma cell
SRR10793330,pDC
SRR10798013,Epithelial cell other C1
SRR10789394,other C17
SRR10798218,Epithelial cell other C5
SRR10789235,Goblet
SRR10788790,Macrophage
SRR10784328,Monocyte non-conventional
SRR10784049,Epithelial cell other C1
SRR10785183,Basal
SRR10789935,Club
SRR10783872,NK cell
SRR10781657,Mast cell
SRR10792661,Plasma cell
SRR10789780,Epithelial cell other C1
SRR10787940,Epithelial cell other C1
SRR10781885,Endothelial cell
SRR10787731,T cell CD4
SRR10779857,T cell CD4
SRR10781265,Club
SRR10783783,Fibroblast adventitial
SRR10792833,T cell CD8
SRR10797755,Macrophage
SRR10785032,Epithelial cell other C3
SRR10797031,Endothelial cell
SRR10777877,Epithelial cell other C1
SRR10794134,Plasma cell
SRR10788741,other C17
SRR10779923,other C21
SRR10781790,Mast cell
SRR10782156,cDC1
SRR10788182,Epithelial cell other C1
SRR10784298,Alveolar cell type 2
SRR10793325,Fibroblast adventitial
SRR10795454,Pericyte
SRR10778984,Macrophage
SRR10777781,Macrophage
SRR10794239,Epithelial cell other C1
SRR10781163,T cell CD8
SRR10787450,Plasma cell
SRR10779153,Pericyte
SRR10778961,Club
SRR10798136,NK cell
SRR10796800,Alveolar cell type 1
SRR10795920,T cell CD8
SRR10781848,Pericyte
SRR10794586,Epithelial cell other C1
SRR10795394,other C29
SRR10778843,T cell CD4
SRR10784515,T cell CD4
SRR10778686,Macrophage
SRR10794307,T cell CD4
SRR10786913,T cell CD4
SRR10779091,Pericyte
SRR10786547,Fibroblast adventitial
SRR10787880,T cell CD4
SRR10785168,Basal
SRR10797966,Fibroblast adventitial
SRR10791655,T cell regulatory
SRR10780527,other C17
SRR10793362,cDC2
SRR10780316,Epithelial cell other C5
SRR10797869,Epithelial cell other C5
SRR10797449,Club
SRR10792999,Club
SRR10782080,T cell regulatory
SRR10792196,Basal
SRR10794422,Monocyte non-conventional
SRR10794290,Epithelial cell other C1
SRR10778205,cDC2
SRR10792786,T cell CD4
SRR10795872,Monocyte conventional
SRR10791804,Monocyte conventional
SRR10794423,pDC
SRR10791291,Alveolar cell type 2
SRR10794697,Fibroblast adventitial
SRR10797815,Monocyte conventional
SRR10781917,Plasma cell
SRR10777279,Endothelial cell
SRR10790462,Alveolar cell type 2
SRR10787129,T cell CD4
SRR10788346,B cell
SRR10785588,Alveolar cell type 2
SRR10796623,other C17
SRR10788013,Plasma cell
SRR10791624,Fibroblast adventitial
SRR10797214,B cell
SRR10797093,T cell CD8
SRR10798106,Fibroblast adventitial
SRR10781463,DC mature
SRR10796351,Smooth muscle cell
SRR10795954,T cell CD8
SRR10785501,Fibroblast adventitial
SRR10794254,Endothelial cell
SRR10786408,Ciliated
SRR10796568,Fibroblast adventitial
SRR10788077,Monocyte non-conventional
SRR10779571,B cell
SRR10781524,pDC
SRR10797344,Epithelial cell other C5
SRR10791809,Fibroblast adventitial
SRR10777314,Epithelial cell other C5
SRR10781795,Plasma cell
SRR10777488,T cell CD8
SRR10792852,Epithelial cell other C4
SRR10791351,Fibroblast adventitial
SRR10797466,Plasma cell
SRR10780607,Macrophage
SRR10785521,Epithelial cell other C5
SRR10782269,T cell CD4
SRR10779391,Fibroblast adventitial
SRR10783032,Epithelial cell other C1
SRR10795607,Plasma cell
SRR10786274,Ciliated
SRR10791232,T cell CD8
SRR10790675,Macrophage
SRR10787280,Monocyte non-conventional
