SRR10780233,False
SRR10780179,False
SRR10779176,False
SRR10784867,False
SRR10779296,False
SRR10782709,False
SRR10783214,False
SRR10783852,False
SRR10781898,False
SRR10779358,False
SRR10797015,False
SRR10781525,False
SRR10784554,False
SRR10780359,False
SRR10782772,False
SRR10781141,False
SRR10784045,False
SRR10782958,False
SRR10780418,False
SRR10792258,False
SRR10781465,False
SRR10782830,False
SRR10784111,False
SRR10783919,False
SRR10779116,False
SRR10781711,False
SRR10794847,False
SRR10780606,False
SRR10779477,False
SRR10780298,False
SRR10783979,False
SRR10779848,False
SRR10781590,False
SRR10779051,False
SRR10783700,False
SRR10794775,False
SRR10781775,False
SRR10782526,False
SRR10792136,False
SRR10784809,False
SRR10796935,False
SRR10783027,False
SRR10778496,False
SRR10779050,False
SRR10778495,False
SRR10779476,False
SRR10782525,False
SRR10784938,False
SRR10782829,False
SRR10781897,False
SRR10779847,False
SRR10783851,False
SRR10779115,False
SRR10782771,False
SRR10783918,False
SRR10779237,False
SRR10781649,False
SRR10792135,False
SRR10783094,False
SRR10797014,False
SRR10781140,False
SRR10779175,False
SRR10794774,False
SRR10792339,False
SRR10780482,False
SRR10781464,False
SRR10781589,False
SRR10780358,False
SRR10791454,False
SRR10782708,False
SRR10785604,False
SRR10785185,False
SRR10781708,False
SRR10783978,False
SRR10780356,False
SRR10783329,False
SRR10781139,False
SRR10784962,False
SRR10782016,False
SRR10785512,False
SRR10778299,False
SRR10792194,False
SRR10781957,False
SRR10782524,False
SRR10782014,False
SRR10792132,False
SRR10785184,False
SRR10783152,False
SRR10781647,False
SRR10781137,False
SRR10781587,False
SRR10781834,False
SRR10796933,False
SRR10778381,False
SRR10779534,False
SRR10784044,False
SRR10781400,False
SRR10797011,False
SRR10785670,False
SRR10782017,False
SRR10783091,False
SRR10784866,False
SRR10784961,False
SRR10784552,False
SRR10782954,False
SRR10782828,False
SRR10792336,False
SRR10781646,False
SRR10782705,False
SRR10784172,False
SRR10779590,False
SRR10784808,False
SRR10781835,False
SRR10777410,False
SRR10781707,False
SRR10782770,False
SRR10784937,False
SRR10778354,False
SRR10784171,False
SRR10782888,False
SRR10784219,False
SRR10783268,False
SRR10785510,False
SRR10782827,False
SRR10780546,False
SRR10794891,False
SRR10781588,False
SRR10783212,False
SRR10782956,False
SRR10792338,False
SRR10777411,False
SRR10782889,False
SRR10780547,False
SRR10782826,False
SRR10792632,False
SRR10784043,False
SRR10785569,False
SRR10792256,False
SRR10780121,False
SRR10785733,False
SRR10783916,False
SRR10794772,False
SRR10778353,False
SRR10779846,False
SRR10782707,False
SRR10794771,False
SRR10784220,False
SRR10792633,False
SRR10777216,False
SRR10783699,False
SRR10779295,False
SRR10785445,False
SRR10783271,False
SRR10792134,False
SRR10785605,False
SRR10778612,False
SRR10781585,False
SRR10780605,False
SRR10783093,False
SRR10782706,False
SRR10778237,False
SRR10785186,False
SRR10778611,False
SRR10784109,False
SRR10784960,False
SRR10777215,False
SRR10782768,False
SRR10784807,False
SRR10782887,False
SRR10785603,False
SRR10784221,False
SRR10784550,False
SRR10782015,False
SRR10779417,False
SRR10783697,False
SRR10784936,False
SRR10781401,False
SRR10792193,False
SRR10785446,False
SRR10782957,False
SRR10792257,False
SRR10794845,False
SRR10779294,False
SRR10783026,False
SRR10781896,False
SRR10784108,False
SRR10783698,False
SRR10785021,False
SRR10783269,False
SRR10784553,False
SRR10780707,False
SRR10783092,False
SRR10794846,False
SRR10780548,False
SRR10778441,False
SRR10783847,False
SRR10781586,False
SRR10785672,False
SRR10783915,False
SRR10783024,False
SRR10783977,False
SRR10783976,False
SRR10781648,False
SRR10781895,False
SRR10794843,False
SRR10792192,False
SRR10794844,False
SRR10792630,False
SRR10778560,False
SRR10785735,False
SRR10781709,False
SRR10792255,False
SRR10781958,False
SRR10784173,False
SRR10783849,False
SRR10781710,False
SRR10779533,False
SRR10783850,False
SRR10784551,False
SRR10792133,False
SRR10778382,False
SRR10780357,False
SRR10794770,False
SRR10785606,False
SRR10783270,False
SRR10779236,False
SRR10777873,False
SRR10792337,False
SRR10785511,False
SRR10781773,False
SRR10783025,False
SRR10782825,False
SRR10796934,False
SRR10783917,False
SRR10794773,False
SRR10779173,False
SRR10783848,False
SRR10781774,False
SRR10785669,False
SRR10781402,False
SRR10780297,False
SRR10797013,False
SRR10781462,False
SRR10792631,False
SRR10781523,False
SRR10782523,False
SRR10784963,False
SRR10785022,False
SRR10784935,False
SRR10797012,False
SRR10781522,False
SRR10783213,False
SRR10782769,False
SRR10784934,False
SRR10785734,False
SRR10784865,False
SRR10785671,False
SRR10792254,False
SRR10781138,False
SRR10782955,False
SRR10779416,False
SRR10781463,False
SRR10781524,False
SRR10784110,False
SRR10784806,False
SRR10781959,False
SRR10780709,False
SRR10794776,False
SRR10780238,False
SRR10779238,False
SRR10784964,False
SRR10779480,False
SRR10780708,False
SRR10777412,False
SRR10780660,False
SRR10782961,False
SRR10784555,False
SRR10780419,False
SRR10796936,False
SRR10778128,False
SRR10779592,False
SRR10784939,False
SRR10777354,False
SRR10794778,False
SRR10783920,False
SRR10778242,False
SRR10794848,False
SRR10783703,False
SRR10785024,False
SRR10781776,False
SRR10779479,False
SRR10781779,False
SRR10778614,False
SRR10779299,False
SRR10783099,False
SRR10783982,False
SRR10794849,False
SRR10781652,False
SRR10783330,False
SRR10780361,False
SRR10778241,False
SRR10792137,False
SRR10781900,False
SRR10778499,False
SRR10779361,False
