Run,cell_type
SRR10797271,Stromal
SRR10795451,Mast cell
SRR10783541,Myeloid cell
SRR10790625,Ciliated
SRR10785829,Epithelial cells
SRR10797426,Epithelial cells
SRR10777647,Myeloid cell
SRR10797427,other
SRR10779294,Myeloid cell
SRR10793539,T/NK cell
SRR10783361,T/NK cell
SRR10797633,plasmacytoid dendritic cell
SRR10779540,Myeloid cell
SRR10792054,other
SRR10777526,Myeloid cell
SRR10781129,Stromal
SRR10788164,Stromal
SRR10783385,Myeloid cell
SRR10788589,T/NK cell
SRR10781456,T/NK cell
SRR10779180,Myeloid cell
SRR10796228,Myeloid cell
SRR10781611,T/NK cell
SRR10779481,other
SRR10778567,Epithelial cells
SRR10785571,T/NK cell
SRR10796615,T/NK cell
SRR10783028,Myeloid cell
SRR10780675,Endothelial cell
SRR10795433,T/NK cell
SRR10779556,Epithelial cells
SRR10794223,Stromal
SRR10777943,Myeloid cell
SRR10785265,T/NK cell
SRR10795702,Myeloid cell
SRR10782989,Epithelial cells
SRR10784634,T/NK cell
SRR10779735,Myeloid cell
SRR10785617,T/NK cell
SRR10785669,Myeloid cell
SRR10777472,other
SRR10783482,Myeloid cell
SRR10789182,T/NK cell
SRR10794467,Myeloid cell
SRR10789222,Mast cell
SRR10777950,B cell
SRR10798296,Myeloid cell
SRR10785855,T/NK cell
SRR10777671,T/NK cell
SRR10793547,B cell
SRR10785145,Endothelial cell
SRR10792555,B cell plasma
SRR10777483,Stromal
SRR10790215,other
SRR10792865,Myeloid cell
SRR10796264,Stromal
SRR10797838,Myeloid cell
SRR10777796,T/NK cell
SRR10788190,Epithelial cells
SRR10795311,other
SRR10781540,T/NK cell
SRR10779099,Myeloid cell
SRR10788883,T/NK cell
SRR10784823,Stromal
SRR10781521,T/NK cell
SRR10789652,Myeloid cell
SRR10780542,B cell
SRR10797708,B cell plasma
SRR10780077,T/NK cell
SRR10797144,Mast cell
SRR10783494,other
SRR10798214,Myeloid cell
SRR10782740,other
SRR10786872,Endothelial cell
SRR10781099,Stromal
SRR10779344,Myeloid cell
SRR10786843,Myeloid cell
SRR10792494,Epithelial cells
SRR10778748,Stromal
SRR10780571,Epithelial cells
SRR10782741,Epithelial cells
SRR10793170,other
SRR10782967,Epithelial cells
SRR10779849,Myeloid cell
SRR10779428,Epithelial cells
SRR10789754,Stromal
SRR10787224,Myeloid cell
SRR10793414,Mast cell
SRR10796160,T/NK cell
SRR10794708,Myeloid cell
SRR10782022,other
SRR10785514,Myeloid cell
SRR10786906,Epithelial cells
SRR10789483,Myeloid cell
SRR10797766,T/NK cell
SRR10782101,T/NK cell
SRR10796242,T/NK cell
SRR10790539,Stromal
SRR10783484,Stromal
SRR10789011,B cell plasma
SRR10778464,T/NK cell
SRR10777444,Myeloid cell
SRR10795867,other
SRR10782270,Myeloid cell
SRR10787323,T/NK cell
SRR10795321,T/NK cell
SRR10798604,Stromal
SRR10791655,T/NK cell
SRR10789462,Stromal
SRR10779076,T/NK cell
SRR10781327,Epithelial cells
SRR10778871,T/NK cell
SRR10779559,T/NK cell
SRR10787589,Stromal
SRR10789785,other
SRR10777361,Myeloid cell
SRR10788197,Endothelial cell
SRR10796669,Ciliated
SRR10780570,B cell plasma
SRR10791148,T/NK cell
SRR10793690,Ciliated
SRR10796683,T/NK cell
SRR10787394,Epithelial cells
SRR10797836,T/NK cell
SRR10793836,Stromal
SRR10793688,Myeloid cell
SRR10780607,Myeloid cell
SRR10789804,T/NK cell
SRR10789626,B cell
SRR10778149,T/NK cell
SRR10787286,Stromal
SRR10794463,T/NK cell
SRR10794666,T/NK cell
SRR10794531,T/NK cell
SRR10778289,Mast cell
SRR10792943,T/NK cell
SRR10795258,T/NK cell
SRR10792782,Myeloid cell
SRR10790703,other
SRR10784490,Epithelial cells
SRR10789353,T/NK cell
SRR10786904,Myeloid cell
SRR10786871,Epithelial cells
SRR10785684,Myeloid cell
SRR10798436,T/NK cell
SRR10778910,Myeloid cell
SRR10782735,Myeloid cell
SRR10793773,Stromal
SRR10791090,Stromal
SRR10780881,Myeloid cell
SRR10788944,Stromal
SRR10797686,Myeloid cell
SRR10798271,Myeloid cell
SRR10795297,T/NK cell
SRR10793214,Myeloid cell
SRR10790716,B cell
SRR10786385,Myeloid cell
SRR10793335,Myeloid cell
SRR10783100,other
SRR10792229,Myeloid cell
SRR10785250,T/NK cell
SRR10781923,T/NK cell
SRR10785085,T/NK cell
SRR10790680,Stromal
SRR10797400,B cell plasma
SRR10790427,Myeloid cell
SRR10790229,Stromal
SRR10788496,T/NK cell
SRR10794969,T/NK cell
SRR10788730,B cell plasma
SRR10794068,Myeloid cell
SRR10780429,Epithelial cells
SRR10780415,T/NK cell
SRR10792156,T/NK cell
SRR10789661,T/NK cell
SRR10785428,Myeloid cell
SRR10785465,Epithelial cells
SRR10779826,Mast cell
SRR10783701,Epithelial cells
SRR10787038,B cell plasma
SRR10784787,Endothelial cell
SRR10791219,T/NK cell
SRR10792128,Myeloid cell
SRR10790945,T/NK cell
SRR10795095,Stromal
SRR10798615,T/NK cell
SRR10786121,Myeloid cell
SRR10791688,Stromal
SRR10784331,B cell plasma
SRR10779655,T/NK cell
SRR10786703,Myeloid cell
SRR10796330,other
SRR10781128,Myeloid cell
SRR10787191,other
SRR10789187,T/NK cell
SRR10791712,Stromal
SRR10790840,Stromal
SRR10797017,Epithelial cells
SRR10788674,Myeloid cell
SRR10790829,Stromal
SRR10794194,other
SRR10793228,Myeloid cell
SRR10792161,B cell
SRR10791825,B cell
SRR10783161,Myeloid cell
SRR10796660,Endothelial cell
SRR10780792,Myeloid cell
SRR10790734,Stromal
SRR10777905,Stromal
SRR10793439,B cell plasma
SRR10786149,other
SRR10797698,Myeloid cell
SRR10794675,T/NK cell
SRR10780932,Epithelial cells
SRR10783864,Epithelial cells
SRR10779572,Myeloid cell
SRR10783725,Myeloid cell
SRR10796944,Stromal
SRR10784040,T/NK cell
SRR10785137,T/NK cell
SRR10787065,Epithelial cells
SRR10793048,Myeloid cell
SRR10786434,Epithelial cells
SRR10798044,Epithelial cells
SRR10783293,B cell plasma
SRR10787527,Myeloid cell
SRR10785466,B cell plasma
SRR10790974,Myeloid cell
SRR10779713,Stromal
SRR10792559,Myeloid cell
SRR10788933,Stromal
SRR10777580,other
SRR10794649,Myeloid cell
SRR10788211,Myeloid cell
SRR10792667,T/NK cell
SRR10792385,T/NK cell
SRR10785807,Epithelial cells
SRR10788151,Endothelial cell
SRR10792814,Epithelial cells
SRR10798089,T/NK cell
SRR10783576,T/NK cell
SRR10788838,Epithelial cells
SRR10783264,T/NK cell
SRR10781626,Stromal
SRR10784834,Mast cell
SRR10778726,Stromal
SRR10791462,Myeloid cell
SRR10778572,Myeloid cell
SRR10777524,other
SRR10798449,other
SRR10795864,other
SRR10787439,Myeloid cell
SRR10792788,T/NK cell
SRR10787312,Stromal
SRR10779530,T/NK cell
SRR10789278,Myeloid cell
SRR10795160,other
SRR10794277,Epithelial cells
SRR10782453,T/NK cell
SRR10796763,B cell plasma
SRR10789441,Epithelial cells
SRR10795769,Myeloid cell
SRR10790673,Endothelial cell
SRR10782066,Myeloid cell
SRR10780988,T/NK cell
SRR10792942,Stromal
SRR10779908,T/NK cell
SRR10788082,B cell plasma
SRR10787659,Myeloid cell
SRR10783969,T/NK cell
SRR10787690,Myeloid cell
SRR10781491,T/NK cell
SRR10790138,other
SRR10778925,Endothelial cell
SRR10785500,Myeloid cell
SRR10787843,T/NK cell
SRR10779582,B cell plasma
SRR10781402,Myeloid cell
SRR10794921,Myeloid cell
SRR10778863,Stromal
SRR10783320,Myeloid cell
SRR10777409,Mast cell
SRR10791433,Myeloid cell
SRR10782478,Stromal
SRR10794405,B cell
SRR10791279,Epithelial cells
SRR10782319,Epithelial cells
SRR10789142,Epithelial cells
SRR10783640,Stromal
SRR10791227,Epithelial cells
SRR10785012,Myeloid cell
SRR10791222,T/NK cell
SRR10795875,Stromal
SRR10783344,Myeloid cell
SRR10793792,Stromal
SRR10785735,Myeloid cell
SRR10795114,Stromal
SRR10790803,Myeloid cell
SRR10787427,Stromal
SRR10784744,other
SRR10780940,other
SRR10781960,Epithelial cells
SRR10784223,other
SRR10790450,T/NK cell
SRR10780410,B cell plasma
SRR10792786,T/NK cell
SRR10796280,T/NK cell
SRR10778382,Myeloid cell
SRR10781040,B cell
SRR10783158,T/NK cell
SRR10796470,T/NK cell
SRR10791859,Myeloid cell
SRR10798209,Epithelial cells
SRR10796421,T/NK cell
SRR10785767,Epithelial cells
SRR10783429,Myeloid cell
SRR10786012,Myeloid cell
SRR10794727,Stromal
SRR10789669,Myeloid cell
SRR10792907,Epithelial cells
SRR10788314,Myeloid cell
SRR10786528,T/NK cell
SRR10784438,T/NK cell
SRR10780522,B cell plasma
SRR10778897,B cell
SRR10795576,Myeloid cell
SRR10790161,Mast cell
SRR10790263,B cell plasma
SRR10786518,T/NK cell
SRR10785835,T/NK cell
SRR10784586,Myeloid cell
SRR10783632,other
SRR10792778,Myeloid cell
SRR10779779,Epithelial cells
SRR10783500,plasmacytoid dendritic cell
SRR10778766,B cell plasma
SRR10796024,other
SRR10786103,other
SRR10787767,T/NK cell
SRR10789481,other
SRR10796726,other
SRR10786077,Myeloid cell
SRR10787360,Myeloid cell
SRR10798529,T/NK cell
SRR10777719,Stromal
SRR10783226,T/NK cell
SRR10792887,Epithelial cells
SRR10788991,Stromal
SRR10777990,T/NK cell
SRR10785124,Myeloid cell
SRR10793447,Myeloid cell
SRR10795339,Epithelial cells
SRR10781707,plasmacytoid dendritic cell
SRR10779134,Epithelial cells
SRR10777695,other
SRR10786479,Myeloid cell
SRR10783378,Myeloid cell
SRR10788267,B cell plasma
SRR10795351,Stromal
SRR10798439,Myeloid cell
SRR10789543,other
SRR10785235,T/NK cell
SRR10782420,T/NK cell
SRR10779358,Stromal
SRR10787500,Myeloid cell
SRR10783698,T/NK cell
SRR10798622,Myeloid cell
SRR10787449,Myeloid cell
SRR10788925,Myeloid cell
SRR10786331,Stromal
SRR10783026,Myeloid cell
SRR10791598,other
SRR10788884,T/NK cell
SRR10789807,Endothelial cell
SRR10798085,Myeloid cell
SRR10779795,Stromal
SRR10796675,Stromal
SRR10779330,Myeloid cell
SRR10785723,Stromal
SRR10777387,Myeloid cell
SRR10778048,Stromal
SRR10794540,Myeloid cell
SRR10795322,Myeloid cell
SRR10798210,Myeloid cell
SRR10778181,Epithelial cells
SRR10778147,T/NK cell
SRR10792613,Myeloid cell
SRR10793550,T/NK cell
SRR10793612,T/NK cell
SRR10790449,Myeloid cell
SRR10789634,Myeloid cell
SRR10789491,T/NK cell
SRR10786582,B cell plasma
SRR10788924,Myeloid cell
SRR10785144,Stromal
SRR10789424,T/NK cell
SRR10780488,other
SRR10789117,Stromal
SRR10779081,T/NK cell
SRR10781598,Epithelial cells
SRR10790901,Myeloid cell
SRR10780462,Myeloid cell
SRR10790380,other
SRR10793591,other
SRR10778607,Myeloid cell
SRR10794328,Myeloid cell
SRR10783266,Myeloid cell
SRR10796214,Epithelial cells
SRR10781835,Myeloid cell
SRR10785358,T/NK cell
SRR10787407,Myeloid cell
SRR10792153,B cell plasma
SRR10779864,Epithelial cells
SRR10778152,Mast cell
SRR10779748,Myeloid cell
SRR10789757,Stromal
SRR10782428,Stromal
SRR10795633,Epithelial cells
SRR10796224,Myeloid cell
SRR10788511,T/NK cell
SRR10796751,Myeloid cell
SRR10798163,T/NK cell
SRR10798584,B cell plasma
SRR10784466,other
SRR10794879,Stromal
SRR10788331,other
SRR10790653,T/NK cell
SRR10792256,Myeloid cell
SRR10791657,Myeloid cell
SRR10786362,T/NK cell
SRR10791214,Myeloid cell
SRR10791009,Myeloid cell
SRR10791192,Epithelial cells
SRR10793914,Myeloid cell
SRR10798364,other
SRR10784042,Stromal
SRR10795091,other
SRR10794636,Myeloid cell
SRR10790477,Mast cell
SRR10779247,Myeloid cell
SRR10795191,Stromal
SRR10785011,Myeloid cell
SRR10795896,T/NK cell
SRR10780546,Myeloid cell
SRR10784697,T/NK cell
SRR10782576,Mast cell
SRR10795415,plasmacytoid dendritic cell
SRR10779020,Myeloid cell
SRR10786193,B cell plasma
SRR10794214,Stromal
SRR10787034,Stromal
SRR10790090,Myeloid cell
SRR10782512,Myeloid cell
SRR10794769,T/NK cell
SRR10780022,Stromal
SRR10793117,T/NK cell
SRR10797858,T/NK cell
SRR10781240,T/NK cell
SRR10782405,B cell plasma
SRR10781670,Stromal
SRR10790663,B cell plasma
SRR10787721,Ciliated
SRR10798272,other
SRR10780505,Stromal
SRR10789944,Epithelial cells
SRR10793718,other
SRR10797254,Epithelial cells
SRR10791085,Myeloid cell
SRR10788110,Myeloid cell
SRR10780490,Myeloid cell
SRR10789081,T/NK cell
SRR10787572,Myeloid cell
SRR10794820,B cell plasma
SRR10789569,Stromal
SRR10792262,other
SRR10780859,Ciliated
SRR10783507,Epithelial cells
SRR10777923,Myeloid cell
SRR10781802,Myeloid cell
SRR10781264,Epithelial cells
SRR10778714,Stromal
SRR10789635,Stromal
SRR10779166,Epithelial cells
SRR10780312,Epithelial cells
SRR10778675,B cell plasma
SRR10798083,T/NK cell
SRR10793274,plasmacytoid dendritic cell
SRR10788187,Epithelial cells
SRR10784338,T/NK cell
SRR10789071,Myeloid cell
SRR10792527,other
SRR10793152,Myeloid cell
SRR10778504,other
SRR10790878,other
SRR10793968,Endothelial cell
SRR10798022,T/NK cell
SRR10795893,Myeloid cell
SRR10794468,Stromal
SRR10782636,T/NK cell
SRR10778660,T/NK cell
SRR10792464,Epithelial cells
SRR10789615,Myeloid cell
SRR10796668,B cell
SRR10780341,Mast cell
SRR10781426,T/NK cell
SRR10782573,Stromal
SRR10782612,T/NK cell
SRR10792653,T/NK cell
SRR10796201,B cell plasma
SRR10779001,T/NK cell
SRR10781495,T/NK cell
SRR10791945,T/NK cell
SRR10782486,T/NK cell
SRR10794984,Myeloid cell
SRR10779769,T/NK cell
SRR10785567,Myeloid cell
SRR10798180,T/NK cell
SRR10792783,T/NK cell
SRR10779595,other
SRR10794975,T/NK cell
SRR10792476,T/NK cell
SRR10783170,T/NK cell
SRR10780114,Myeloid cell
SRR10778879,Myeloid cell
SRR10787707,Endothelial cell
SRR10790531,T/NK cell
SRR10795903,Mast cell
SRR10789958,Myeloid cell
SRR10793908,Myeloid cell
SRR10783872,T/NK cell
SRR10793699,B cell plasma
SRR10779060,Myeloid cell
SRR10782610,B cell
SRR10788425,Endothelial cell
SRR10778559,Epithelial cells
SRR10792632,Myeloid cell
SRR10779872,B cell plasma
SRR10784038,B cell
SRR10796165,Myeloid cell
SRR10779153,Stromal
SRR10785024,Myeloid cell
SRR10793697,Myeloid cell
SRR10795312,Myeloid cell
SRR10781181,B cell plasma
SRR10790087,other
SRR10789782,Myeloid cell
SRR10779324,Myeloid cell
SRR10780562,Mast cell
SRR10779619,B cell plasma
SRR10795629,T/NK cell
SRR10778953,B cell plasma
SRR10796054,Myeloid cell
SRR10797360,Myeloid cell
SRR10780302,T/NK cell
SRR10778428,Stromal
SRR10778610,T/NK cell
SRR10797573,Myeloid cell
SRR10791324,B cell plasma
SRR10793809,T/NK cell
SRR10778505,other
SRR10788489,B cell plasma
SRR10783265,Mast cell
SRR10795449,Myeloid cell
SRR10794130,T/NK cell
SRR10795272,T/NK cell
SRR10785493,Epithelial cells
SRR10791522,Myeloid cell
SRR10788275,other
SRR10798090,Myeloid cell
SRR10791266,Epithelial cells
SRR10779835,Myeloid cell
SRR10787109,B cell plasma
SRR10797877,Stromal
SRR10791933,Myeloid cell
SRR10794544,Stromal
SRR10790896,Endothelial cell
SRR10791305,Endothelial cell
SRR10797108,Endothelial cell
SRR10793528,Mast cell
SRR10785475,T/NK cell
SRR10778015,T/NK cell
SRR10794551,Stromal
SRR10780991,Myeloid cell
SRR10781361,Myeloid cell
SRR10794023,T/NK cell
SRR10792796,Endothelial cell
SRR10797501,T/NK cell
SRR10792603,Stromal
SRR10790631,Myeloid cell
SRR10792380,Stromal
SRR10777406,B cell
SRR10782329,T/NK cell
SRR10789698,T/NK cell
SRR10786835,Stromal
SRR10783795,B cell plasma
SRR10790158,T/NK cell
SRR10788336,Stromal
SRR10795716,Epithelial cells
SRR10778816,Myeloid cell
SRR10788273,B cell plasma
SRR10780906,T/NK cell
SRR10785257,Stromal
SRR10791197,Epithelial cells
SRR10782018,Myeloid cell
SRR10794659,Stromal
SRR10786821,Myeloid cell
SRR10783629,other
SRR10786704,T/NK cell
SRR10794798,Endothelial cell
SRR10783709,T/NK cell
SRR10790056,Myeloid cell
SRR10787416,Myeloid cell
SRR10780655,Mast cell
SRR10792200,Myeloid cell
SRR10782549,T/NK cell
SRR10780219,plasmacytoid dendritic cell
SRR10795529,other
SRR10794242,other
SRR10790978,Endothelial cell
SRR10777955,Epithelial cells
SRR10793148,other
SRR10795315,T/NK cell
SRR10786388,B cell
SRR10785201,T/NK cell
SRR10780496,Epithelial cells
SRR10781710,Myeloid cell
SRR10787749,Myeloid cell
SRR10784751,T/NK cell
SRR10792511,T/NK cell
SRR10778677,Stromal
SRR10798052,Stromal
SRR10796118,Epithelial cells
SRR10781887,B cell plasma
SRR10782210,Myeloid cell
SRR10780142,Mast cell
SRR10780066,T/NK cell
SRR10780258,T/NK cell
SRR10794684,Myeloid cell
SRR10780094,Ciliated
SRR10791905,Myeloid cell
SRR10781348,Stromal
SRR10788347,T/NK cell
SRR10787652,Stromal
SRR10797369,Epithelial cells
SRR10795289,other
SRR10790895,Endothelial cell
SRR10780026,T/NK cell
SRR10787026,Myeloid cell
SRR10788541,Myeloid cell
SRR10797584,Mast cell
SRR10792466,Myeloid cell
SRR10784448,Epithelial cells
SRR10778326,Endothelial cell
SRR10790468,T/NK cell
SRR10797972,T/NK cell
SRR10784795,Mast cell
SRR10779400,Myeloid cell
SRR10778469,T/NK cell
SRR10790767,other
SRR10786276,B cell plasma
SRR10781413,Myeloid cell
SRR10783727,T/NK cell
SRR10787003,Stromal
SRR10781759,other
SRR10796181,Epithelial cells
SRR10784278,Stromal
SRR10780652,Myeloid cell
SRR10780821,Epithelial cells
SRR10788548,Epithelial cells
SRR10793253,T/NK cell
SRR10791372,Mast cell
SRR10792897,Mast cell
SRR10789119,Epithelial cells
SRR10789097,B cell plasma
SRR10777490,plasmacytoid dendritic cell
SRR10792651,B cell plasma
SRR10791058,T/NK cell
SRR10783477,Myeloid cell
SRR10796100,Stromal
SRR10793780,other
SRR10779909,T/NK cell
SRR10792354,Stromal
SRR10784958,Myeloid cell
SRR10787236,Myeloid cell
SRR10797393,B cell plasma
SRR10778830,T/NK cell
SRR10778454,Epithelial cells
SRR10780055,Epithelial cells
SRR10788308,Epithelial cells
SRR10789006,Myeloid cell
SRR10788105,other
SRR10783366,T/NK cell
SRR10778720,T/NK cell
SRR10796453,Endothelial cell
SRR10789649,Myeloid cell
SRR10793707,Epithelial cells
SRR10795463,Epithelial cells
SRR10784625,Myeloid cell
SRR10794757,Epithelial cells
SRR10786913,T/NK cell
SRR10793467,other
SRR10778408,T/NK cell
SRR10782302,Ciliated
SRR10784378,Endothelial cell
SRR10777896,T/NK cell
SRR10791802,T/NK cell
SRR10785773,Stromal
SRR10787009,Myeloid cell
SRR10791831,Myeloid cell
SRR10797214,B cell
SRR10797865,T/NK cell
SRR10786816,Mast cell
SRR10798108,Epithelial cells
SRR10786278,Myeloid cell
SRR10777717,Myeloid cell
SRR10796206,Stromal
SRR10783149,T/NK cell
SRR10778580,Epithelial cells
SRR10787080,other
SRR10794063,Myeloid cell
SRR10791130,Epithelial cells
SRR10782583,Stromal
SRR10791745,Epithelial cells
SRR10797087,Epithelial cells
SRR10796941,Myeloid cell
SRR10785755,Stromal
SRR10787741,B cell plasma
SRR10780848,Endothelial cell
SRR10793611,other
SRR10798564,Mast cell
SRR10784170,Myeloid cell
SRR10788301,Stromal
SRR10781497,Myeloid cell
SRR10793535,Epithelial cells
SRR10788727,Myeloid cell
SRR10781283,T/NK cell
SRR10779173,plasmacytoid dendritic cell
SRR10793328,Stromal
SRR10778263,plasmacytoid dendritic cell
SRR10791976,Stromal
SRR10791630,T/NK cell
SRR10787365,Epithelial cells
SRR10788540,T/NK cell
SRR10794428,B cell plasma
SRR10794234,T/NK cell
SRR10782089,T/NK cell
SRR10790504,Stromal
SRR10787326,T/NK cell
SRR10789814,Myeloid cell
SRR10787998,other
SRR10777885,Myeloid cell
SRR10789116,Stromal
SRR10797028,Stromal
SRR10795217,Epithelial cells
SRR10789268,Myeloid cell
SRR10787219,T/NK cell
SRR10788068,Epithelial cells
SRR10790695,Myeloid cell
SRR10784286,Myeloid cell
SRR10784612,other
SRR10782707,Myeloid cell
SRR10788364,Myeloid cell
SRR10785658,Myeloid cell
SRR10781116,Myeloid cell
SRR10793834,Mast cell
SRR10784213,B cell
SRR10798625,Epithelial cells
SRR10792774,other
SRR10782029,B cell
SRR10779820,Ciliated
SRR10792938,Epithelial cells
SRR10779145,T/NK cell
SRR10786045,other
SRR10786557,Myeloid cell
SRR10787919,Epithelial cells
SRR10796521,B cell plasma
SRR10788167,other
SRR10798605,Myeloid cell
SRR10794264,Stromal
SRR10787900,T/NK cell
SRR10792618,T/NK cell
SRR10784995,T/NK cell
SRR10777675,Stromal
SRR10785104,Myeloid cell
SRR10782504,T/NK cell
SRR10777357,T/NK cell
SRR10792997,T/NK cell
SRR10793843,Myeloid cell
SRR10784904,Mast cell
SRR10798224,T/NK cell
SRR10796358,Myeloid cell
SRR10791396,Stromal
SRR10793901,Endothelial cell
SRR10796048,Stromal
SRR10786450,Epithelial cells
SRR10787981,plasmacytoid dendritic cell
SRR10783881,Myeloid cell
SRR10795250,Stromal
SRR10780709,Myeloid cell
SRR10788025,B cell
SRR10779381,Epithelial cells
SRR10794581,T/NK cell
SRR10789795,Myeloid cell
SRR10788810,T/NK cell
SRR10793162,Stromal
SRR10794440,other
SRR10784723,T/NK cell
SRR10786803,Myeloid cell
SRR10798333,T/NK cell
SRR10796937,Myeloid cell
SRR10785955,T/NK cell
SRR10780794,Stromal
SRR10783665,Myeloid cell
SRR10784812,other
SRR10784446,B cell
SRR10783581,T/NK cell
SRR10794000,B cell
SRR10791258,Epithelial cells
SRR10791840,Epithelial cells
SRR10785436,Myeloid cell
SRR10783489,Epithelial cells
SRR10787329,T/NK cell
SRR10790319,T/NK cell
SRR10794634,Stromal
SRR10790907,Myeloid cell
SRR10788340,Stromal
SRR10784702,T/NK cell
SRR10788545,T/NK cell
SRR10778575,B cell plasma
SRR10777641,other
SRR10785088,Myeloid cell
SRR10792525,other
SRR10781632,Mast cell
SRR10786861,Mast cell
SRR10790584,Stromal
SRR10797769,Myeloid cell
SRR10777669,T/NK cell
SRR10797732,Stromal
SRR10779121,other
SRR10793116,Myeloid cell
SRR10796678,B cell plasma
SRR10787986,Myeloid cell
SRR10795077,B cell plasma
SRR10796723,Mast cell
SRR10791151,T/NK cell
SRR10784374,Myeloid cell
SRR10786391,Stromal
SRR10783238,other
SRR10780259,T/NK cell
SRR10789877,Myeloid cell
SRR10792079,Myeloid cell
SRR10786621,T/NK cell
SRR10780301,other
SRR10795662,Myeloid cell
SRR10783884,Myeloid cell
SRR10787729,Myeloid cell
SRR10794228,Stromal
SRR10796043,Myeloid cell
SRR10783370,Myeloid cell
SRR10789855,Stromal
SRR10796272,other
SRR10790987,Myeloid cell
SRR10792349,T/NK cell
SRR10792792,Myeloid cell
SRR10792705,Epithelial cells
SRR10777823,Myeloid cell
SRR10795149,Myeloid cell
SRR10777784,Myeloid cell
SRR10787310,T/NK cell
SRR10796867,T/NK cell
SRR10795157,Stromal
SRR10798580,Myeloid cell
SRR10797067,Myeloid cell
SRR10786916,other
SRR10784394,T/NK cell
SRR10780255,Endothelial cell
SRR10792973,other
SRR10781956,Myeloid cell
SRR10777351,T/NK cell
SRR10785212,Myeloid cell
SRR10790654,T/NK cell
SRR10792443,other
SRR10777474,T/NK cell
SRR10781397,Epithelial cells
SRR10789412,other
SRR10784975,T/NK cell
SRR10779616,T/NK cell
SRR10784155,T/NK cell
SRR10790236,plasmacytoid dendritic cell
SRR10781912,Myeloid cell
SRR10777697,Myeloid cell
SRR10785383,other
SRR10797595,T/NK cell
SRR10794236,T/NK cell
SRR10794872,Myeloid cell
SRR10789848,other
SRR10789420,Stromal
SRR10781083,Myeloid cell
SRR10793768,other
SRR10784206,Mast cell
SRR10790392,Epithelial cells
SRR10782340,Stromal
SRR10780218,Myeloid cell
SRR10781119,Myeloid cell
SRR10795225,Epithelial cells
SRR10796789,Mast cell
SRR10794081,Endothelial cell
SRR10797911,T/NK cell
SRR10787023,Epithelial cells
SRR10789358,other
SRR10787609,Myeloid cell
SRR10786511,Myeloid cell
SRR10794240,Myeloid cell
SRR10777566,Myeloid cell
SRR10777330,Stromal
SRR10787084,other
SRR10786963,Myeloid cell
SRR10787994,T/NK cell
SRR10791497,T/NK cell
SRR10786696,Epithelial cells
SRR10789078,Myeloid cell
SRR10787166,Ciliated
SRR10789812,Epithelial cells
SRR10794403,T/NK cell
SRR10782600,Stromal
SRR10798178,Epithelial cells
SRR10780751,other
SRR10779825,Myeloid cell
SRR10780555,Myeloid cell
SRR10784235,Myeloid cell
SRR10789425,Myeloid cell
SRR10793920,Epithelial cells
SRR10789361,T/NK cell
SRR10796179,Myeloid cell
SRR10781843,T/NK cell
SRR10798129,Epithelial cells
SRR10793029,Myeloid cell
SRR10787097,Myeloid cell
SRR10780702,B cell
SRR10792554,T/NK cell
SRR10786862,T/NK cell
SRR10790606,T/NK cell
SRR10782028,T/NK cell
SRR10779625,Stromal
SRR10797671,Myeloid cell
SRR10780729,B cell
SRR10795035,other
SRR10784492,Myeloid cell
SRR10788272,T/NK cell
SRR10790776,Myeloid cell
SRR10794614,Myeloid cell
SRR10790105,Myeloid cell
SRR10786296,Epithelial cells
SRR10786824,T/NK cell
SRR10789496,plasmacytoid dendritic cell
SRR10784561,other
SRR10780045,T/NK cell
SRR10796229,Stromal
SRR10788735,other
SRR10778539,Myeloid cell
SRR10782306,Stromal
SRR10786299,Stromal
SRR10778515,Epithelial cells
SRR10796595,other
SRR10783131,Myeloid cell
SRR10791960,Epithelial cells
SRR10796829,Myeloid cell
SRR10795307,Epithelial cells
SRR10789728,other
SRR10785222,Mast cell
SRR10794859,T/NK cell
SRR10781423,Stromal
SRR10786355,Myeloid cell
SRR10789558,T/NK cell
SRR10787265,T/NK cell
SRR10778964,T/NK cell
SRR10778129,T/NK cell
SRR10783555,Epithelial cells
SRR10777498,Epithelial cells
SRR10787495,Stromal
SRR10787688,Stromal
SRR10787022,Stromal
SRR10786305,other
SRR10786429,Stromal
SRR10779059,other
SRR10784282,Myeloid cell
SRR10783731,T/NK cell
SRR10797511,Myeloid cell
SRR10784897,T/NK cell
SRR10792913,other
SRR10791466,Epithelial cells
SRR10798507,Myeloid cell
SRR10784813,other
SRR10784398,T/NK cell
SRR10786441,other
SRR10787391,Endothelial cell
SRR10789178,Myeloid cell
SRR10796758,Epithelial cells
SRR10793999,Myeloid cell
SRR10793466,T/NK cell
SRR10795062,Endothelial cell
SRR10777899,T/NK cell
SRR10789205,Stromal
SRR10795975,Stromal
SRR10784977,B cell plasma
SRR10780790,Mast cell
SRR10789173,B cell plasma
SRR10788842,Mast cell
SRR10782256,Endothelial cell
SRR10792568,Myeloid cell
SRR10789270,Myeloid cell
SRR10796137,T/NK cell
SRR10791846,Myeloid cell
SRR10796066,Myeloid cell
SRR10793965,B cell
SRR10787575,B cell
SRR10788035,plasmacytoid dendritic cell
SRR10786539,Myeloid cell
SRR10781510,Myeloid cell
SRR10792174,Myeloid cell
SRR10790866,B cell
SRR10795779,Stromal
SRR10795745,Myeloid cell
SRR10793649,B cell plasma
